cpu_utilization,actual_power_consumption
3.799654025,0.1589999999999998
3.799654025,0.1589999999999998
3.799654025,0.19666669999999975
4.005110025,0.19666669999999975
4.005110025,0.19666669999999975
4.005110025,0.17766670000000007
3.5780248999999995,0.17766670000000007
3.5780248999999995,0.17766670000000007
3.5780248999999995,0.2726666999999998
3.675970275,0.2726666999999998
3.675970275,0.2726666999999998
3.675970275,0.2726666999999998
3.4757337500000007,0.2726666999999998
3.4757337500000007,0.2726666999999998
3.4757337500000007,0.2853333
4.1398332,0.2853333
4.1398332,0.2853333
4.1398332,0.17766670000000007
3.86515165,0.17766670000000007
3.86515165,0.17766670000000007
3.86515165,0.22833330000000007
3.7809549,0.22833330000000007
3.7809549,0.22833330000000007
3.7809549,0.22199999999999998
3.78898375,0.22199999999999998
3.78898375,0.22199999999999998
3.78898375,0.1653332999999999
4.124289125000001,0.1653332999999999
4.124289125000001,0.1653332999999999
4.124289125000001,0.19666669999999975
3.679365775,0.19666669999999975
3.679365775,0.19666669999999975
3.679365775,0.22199999999999998
3.527729425,0.22199999999999998
3.527729425,0.22199999999999998
3.78848705,0.18399999999999972
3.735267775,0.18399999999999972
3.735267775,0.18399999999999972
3.735267775,0.17133330000000013
3.802274625,0.17133330000000013
3.802274625,0.17133330000000013
3.802274625,0.24733329999999976
3.779535225,0.24733329999999976
3.779535225,0.24733329999999976
3.779535225,0.2346667
4.032119724999999,0.2346667
4.032119724999999,0.2346667
4.032119724999999,0.20933329999999994
4.244890250000001,0.20933329999999994
4.244890250000001,0.20933329999999994
4.244890250000001,0.19033329999999982
3.428390325,0.19033329999999982
3.428390325,0.19033329999999982
3.428390325,0.15866669999999994
3.890452325,0.15866669999999994
3.890452325,0.15866669999999994
3.890452325,0.19666669999999975
3.510469875,0.19666669999999975
3.510469875,0.19666669999999975
3.510469875,0.19033329999999982
4.0785697,0.19033329999999982
4.0785697,0.19033329999999982
4.0785697,0.13333329999999988
3.44160455,0.13333329999999988
3.44160455,0.13333329999999988
3.44160455,0.17766670000000007
4.0723114,0.17766670000000007
4.0723114,0.17766670000000007
4.0723114,0.11433329999999975
3.648293775,0.11433329999999975
3.648293775,0.11433329999999975
3.648293775,0.22199999999999998
3.84650775,0.22199999999999998
3.84650775,0.22199999999999998
3.84650775,0.17133330000000013
3.3178486249999994,0.17133330000000013
3.3178486249999994,0.17133330000000013
3.3178486249999994,0.1653332999999999
4.259206925,0.1653332999999999
4.259206925,0.1653332999999999
4.259206925,0.21566669999999988
3.5610873,0.21566669999999988
3.5610873,0.21566669999999988
3.5610873,0.24733329999999976
3.8118078,0.24733329999999976
3.8118078,0.24733329999999976
3.8118078,0.19666669999999975
3.291129725,0.19666669999999975
3.291129725,0.19666669999999975
3.291129725,0.2346667
4.100431575,0.2346667
4.100431575,0.2346667
4.100431575,0.2726666999999998
3.565019825,0.2726666999999998
3.565019825,0.2726666999999998
3.565019825,0.22833330000000007
4.36288715,0.22833330000000007
4.36288715,0.22833330000000007
4.36288715,0.2410000000000001
3.7779561,0.2410000000000001
3.7779561,0.2410000000000001
3.7779561,0.2536666999999997
4.133086225,0.2536666999999997
4.133086225,0.2536666999999997
4.133086225,0.2536666999999997
3.4833244000000003,0.2536666999999997
3.4833244000000003,0.2536666999999997
3.4833244000000003,0.20933329999999994
4.141084175,0.20933329999999994
4.141084175,0.20933329999999994
4.141084175,0.19666669999999975
3.359191525,0.19666669999999975
3.359191525,0.19666669999999975
3.359191525,0.1273333000000001
4.189766625,0.1273333000000001
4.189766625,0.1273333000000001
4.189766625,0.18399999999999972
3.42144435,0.18399999999999972
3.42144435,0.18399999999999972
3.42144435,0.19033329999999982
3.888221175,0.19033329999999982
3.888221175,0.19033329999999982
3.888221175,0.2410000000000001
3.82361725,0.2410000000000001
3.82361725,0.2410000000000001
3.82361725,0.29166669999999995
3.9738454499999993,0.29166669999999995
3.9738454499999993,0.29166669999999995
3.9738454499999993,0.2410000000000001
3.300594375,0.2410000000000001
3.300594375,0.2410000000000001
3.300594375,0.2726666999999998
4.143058325,0.2726666999999998
4.143058325,0.2726666999999998
4.143058325,0.2789999999999999
3.327696625,0.2789999999999999
3.327696625,0.2789999999999999
3.327696625,0.22833330000000007
4.09341185,0.22833330000000007
4.09341185,0.22833330000000007
4.09341185,0.22833330000000007
3.4502193249999995,0.22833330000000007
3.4502193249999995,0.22833330000000007
3.4502193249999995,0.1523333
3.5196156,0.1523333
3.5196156,0.1523333
3.5196156,0.1523333
3.5751357999999995,0.1523333
3.5751357999999995,0.1523333
3.5751357999999995,0.16500000000000004
3.735311925,0.16500000000000004
3.735311925,0.16500000000000004
3.735311925,0.1459999999999999
4.257933975,0.1459999999999999
4.257933975,0.1459999999999999
4.257933975,0.2599999999999998
4.475729925000001,0.2599999999999998
4.475729925000001,0.2599999999999998
4.475729925000001,0.1589999999999998
3.992470025,0.1589999999999998
3.992470025,0.1589999999999998
3.992470025,0.20299999999999985
3.80301305,0.20299999999999985
3.80301305,0.20299999999999985
3.80301305,0.20933329999999994
3.487009575,0.20933329999999994
3.487009575,0.20933329999999994
3.487009575,0.22199999999999998
3.710866875,0.22199999999999998
3.710866875,0.22199999999999998
3.710866875,0.22833330000000007
3.455747275,0.22833330000000007
3.455747275,0.22833330000000007
3.455747275,0.20299999999999985
4.386603699999999,0.20299999999999985
4.386603699999999,0.20299999999999985
4.386603699999999,0.17133330000000013
3.5063647250000005,0.17133330000000013
3.5063647250000005,0.17133330000000013
3.5063647250000005,0.17166669999999984
4.558608125,0.17166669999999984
4.558608125,0.17166669999999984
4.558608125,0.16500000000000004
3.740494025,0.16500000000000004
3.740494025,0.16500000000000004
3.740494025,0.21566669999999988
4.125030925,0.21566669999999988
4.125030925,0.21566669999999988
4.125030925,0.21566669999999988
4.345070125,0.21566669999999988
4.345070125,0.21566669999999988
4.345070125,0.29800000000000004
4.073597524999999,0.29800000000000004
4.073597524999999,0.29800000000000004
4.073597524999999,0.2599999999999998
3.635530325,0.2599999999999998
3.635530325,0.2599999999999998
3.635530325,0.2663332999999999
4.0292102750000005,0.2663332999999999
4.0292102750000005,0.2663332999999999
4.0292102750000005,0.29800000000000004
3.775046625,0.29800000000000004
3.775046625,0.29800000000000004
3.775046625,0.2726666999999998
4.244615725,0.2726666999999998
4.244615725,0.2726666999999998
4.244615725,0.2789999999999999
3.27222675,0.2789999999999999
3.27222675,0.2789999999999999
26.588054075,0.8363332999999997
26.588054075,0.8363332999999997
26.588054075,0.8679999999999999
27.906198825,0.8679999999999999
27.906198825,0.8679999999999999
27.906198825,0.8743333
28.956686150000003,0.8743333
28.956686150000003,0.8743333
28.956686150000003,0.9566667
28.560456875,0.9566667
28.560456875,0.9566667
86.29143275,2.5073332999999995
86.29143275,2.5073332999999995
86.29143275,2.2289999999999996
92.2809439,2.2289999999999996
92.2809439,2.2289999999999996
53.42472667500002,1.4443332999999998
53.42472667500002,1.4443332999999998
53.42472667500002,1.4633333
49.91482745,1.4633333
49.91482745,1.4633333
49.91482745,0.5829999999999997
12.687304775,0.5829999999999997
12.687304775,0.5829999999999997
12.687304775,0.488
7.337711,0.488
7.337711,0.488
7.337711,0.6970000000000001
26.844714374999995,0.6970000000000001
26.844714374999995,0.6970000000000001
26.844714374999995,0.7603333000000001
28.387335275,0.7603333000000001
28.387335275,0.7603333000000001
28.387335275,0.9119999999999995
29.771634325,0.9119999999999995
29.771634325,0.9119999999999995
29.771634325,0.9186666999999997
29.757406175,0.9186666999999997
