,id,type,domain,hostname,containerTechnology,internalIpAddress,macAddress,lowLevelOrchestrator,cpuCores,currentCpuUsage,ramCapacity,availableRam,currentRamUsage,avgPowerConsumption,currentPowerConsumption,realTimeCapable,cpuArchitecture,operatingSystem,infrastructureElementTier,infrastructureElementStatus,location,availableDisk,currentDiskUsage,currentDiskUsagePct,currentRamUsagePct,diskCapacity,trustScore,timestamp
0,urn:ngsi-ld:InfrastructureElement:aeros-central-3c56dd2bb3kx-node-3,InfrastructureElement,urn:ngsi-ld:Domain:aeros-central,aeros-central-3c56dd2bb3kx-node-3,Kubernetes,10.0.0.178,fa:16:3e:c3:dd:29,urn:ngsi-ld:LowLevelOrchestrator:aeros-central,2,28,7394,4147,3247,5,3,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
1,urn:ngsi-ld:InfrastructureElement:aeros2-compute004,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute004,Kubernetes,10.16.12.219,e2:c1:94:92:09:7d,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252703,5106,34,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
2,urn:ngsi-ld:InfrastructureElement:aeros2-compute005,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute005,Kubernetes,10.16.12.74,1a:9d:2c:f9:f8:b3,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,253038,4771,38,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
3,urn:ngsi-ld:InfrastructureElement:aeros2-compute001,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute001,Kubernetes,10.16.12.174,d6:3c:7e:b3:9e:33,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252637,5172,34,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
4,urn:ngsi-ld:InfrastructureElement:aeros2-compute002,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute002,Kubernetes,10.16.12.146,be:fb:99:99:8e:3a,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252586,5223,40,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
5,urn:ngsi-ld:InfrastructureElement:aeros2-compute003,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute003,Kubernetes,10.16.12.143,9a:32:9a:6d:66:de,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252621,5188,35,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
6,urn:ngsi-ld:InfrastructureElement:aeros2-compute006,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute006,Kubernetes,10.16.12.35,66:90:a1:56:48:ce,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252610,5199,34,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
7,urn:ngsi-ld:InfrastructureElement:aeros2-compute007,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,aeros2-compute007,Kubernetes,10.16.12.126,c2:57:30:3a:82:f5,urn:ngsi-ld:LowLevelOrchestrator:aeros2,48,1,257809,252730,5079,36,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
8,urn:ngsi-ld:InfrastructureElement:aeros2-compute,InfrastructureElement,urn:ngsi-ld:Domain:aeros2,nodepool-aeros2-compute,Kubernetes,,,urn:ngsi-ld:LowLevelOrchestrator:aeros2,68,30,350716,249037,101679,706,147,False,urn:ngsi-ld:CpuArchitecture:x86_64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'coordinates': [0, 0], 'type': 'Point'}",-1.0,-1.0,-1.0,29.0,-1.0,-1.0,2024-12-05 14:45:53.428026
9,urn:ngsi-ld:InfrastructureElement:aeros1-compute009,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute009,Kubernetes,10.16.4.64,76:ec:3a:68:0a:58,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252557,5252,36,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
10,urn:ngsi-ld:InfrastructureElement:aeros1-compute014,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute014,Kubernetes,10.16.4.141,e6:11:35:3b:62:12,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252559,5250,36,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
11,urn:ngsi-ld:InfrastructureElement:aeros1-compute008,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute008,Kubernetes,10.16.4.223,8a:33:ad:d5:0a:95,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252700,5109,32,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
12,urn:ngsi-ld:InfrastructureElement:aeros1-compute001,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute001,Kubernetes,10.16.4.53,8a:97:0c:07:21:69,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252583,5226,35,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
13,urn:ngsi-ld:InfrastructureElement:aeros1-compute004,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute004,Kubernetes,10.16.4.50,ee:fe:10:ce:21:c9,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252556,5253,41,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
14,urn:ngsi-ld:InfrastructureElement:aeros1-compute015,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute015,Kubernetes,10.16.4.101,ce:40:fb:0e:e9:8f,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252600,5209,35,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
15,urn:ngsi-ld:InfrastructureElement:aeros1-compute005,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute005,Kubernetes,10.16.4.179,fe:86:ed:3d:de:b2,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252095,5714,39,10,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
16,urn:ngsi-ld:InfrastructureElement:aeros1-compute011,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute011,Kubernetes,10.16.4.222,8e:0b:4a:67:3a:cd,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252587,5222,34,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
17,urn:ngsi-ld:InfrastructureElement:aeros1-compute016,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute016,Kubernetes,10.16.4.229,ce:c0:ba:af:ab:cc,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252465,5344,32,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
18,urn:ngsi-ld:InfrastructureElement:aeros1-compute002,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute002,Kubernetes,10.16.4.142,e6:be:78:91:a9:17,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252570,5239,30,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
19,urn:ngsi-ld:InfrastructureElement:aeros1-compute010,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute010,Kubernetes,10.16.4.221,5e:88:f1:dd:2d:02,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252469,5340,36,9,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
20,urn:ngsi-ld:InfrastructureElement:aeros1-compute017,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute017,Kubernetes,10.16.4.204,62:fd:ef:a0:4b:02,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252561,5248,33,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
21,urn:ngsi-ld:InfrastructureElement:aeros1-compute013,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute013,Kubernetes,10.16.4.155,2e:88:48:8e:86:db,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252477,5332,36,9,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
22,urn:ngsi-ld:InfrastructureElement:aeros1-compute012,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute012,Kubernetes,10.16.4.191,d6:5f:ad:9a:99:35,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252439,5370,41,10,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
23,urn:ngsi-ld:InfrastructureElement:aeros1-compute003,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute003,Kubernetes,10.16.4.172,a2:03:5a:43:33:37,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252685,5124,32,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
24,urn:ngsi-ld:InfrastructureElement:aeros1-compute006,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute006,Kubernetes,10.16.4.226,a6:cf:c9:75:4a:b2,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252442,5367,39,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
25,urn:ngsi-ld:InfrastructureElement:aeros1-compute007,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute007,Kubernetes,10.16.4.182,e6:16:24:cd:6b:7c,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252632,5177,36,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
26,urn:ngsi-ld:InfrastructureElement:aeros1-storage002,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-storage002,Kubernetes,10.16.4.12,16:52:00:71:64:cc,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252508,5301,38,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
27,urn:ngsi-ld:InfrastructureElement:aeros1-storage001,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-storage001,Kubernetes,10.16.4.11,e2:c5:01:8e:ff:08,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252262,5547,34,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
28,urn:ngsi-ld:InfrastructureElement:aeros1-compute035,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute035,Kubernetes,10.16.4.190,9a:55:43:6a:e1:ec,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252400,5409,37,9,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
29,urn:ngsi-ld:InfrastructureElement:aeros1-compute033,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute033,Kubernetes,10.16.4.146,3e:80:62:99:21:0f,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252477,5332,32,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
30,urn:ngsi-ld:InfrastructureElement:aeros1-compute023,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute023,Kubernetes,10.16.4.218,e6:64:6f:32:fd:16,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252540,5269,38,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
31,urn:ngsi-ld:InfrastructureElement:aeros1-compute030,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute030,Kubernetes,10.16.4.210,02:87:34:57:56:b5,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252259,5550,36,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
32,urn:ngsi-ld:InfrastructureElement:aeros1-compute020,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute020,Kubernetes,10.16.4.247,16:cd:12:b6:c8:b6,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,193297,188800,4497,31,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
33,urn:ngsi-ld:InfrastructureElement:aeros1-compute032,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute032,Kubernetes,10.16.4.26,06:f2:15:02:40:7d,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252886,4923,35,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
34,urn:ngsi-ld:InfrastructureElement:aeros1-compute027,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute027,Kubernetes,10.16.4.87,3a:34:5c:44:1a:31,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252712,5097,40,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
35,urn:ngsi-ld:InfrastructureElement:aeros1-compute019,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute019,Kubernetes,10.16.4.72,1a:f4:d7:82:0d:f4,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,2,257809,252942,4867,34,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
36,urn:ngsi-ld:InfrastructureElement:aeros1-compute026,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute026,Kubernetes,10.16.4.132,7a:e0:5c:b3:2d:ee,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252654,5155,37,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
37,urn:ngsi-ld:InfrastructureElement:aeros1-compute022,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute022,Kubernetes,10.16.4.224,f2:6d:f4:0b:c5:e2,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252370,5439,45,9,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
38,urn:ngsi-ld:InfrastructureElement:aeros1-compute031,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute031,Kubernetes,10.16.4.71,32:fb:dc:97:bc:24,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252530,5279,38,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
39,urn:ngsi-ld:InfrastructureElement:aeros1-compute028,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute028,Kubernetes,10.16.4.219,02:d4:ee:2b:9a:45,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252702,5107,37,7,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
40,urn:ngsi-ld:InfrastructureElement:aeros1-compute029,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute029,Kubernetes,10.16.4.217,1a:50:46:48:7b:64,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252496,5313,32,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
41,urn:ngsi-ld:InfrastructureElement:aeros1-compute034,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute034,Kubernetes,10.16.4.127,2e:51:2d:e7:4f:d2,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252511,5298,41,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
42,urn:ngsi-ld:InfrastructureElement:aeros1-compute025,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute025,Kubernetes,10.16.4.238,06:fe:26:2a:80:ec,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252403,5406,35,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
43,urn:ngsi-ld:InfrastructureElement:aeros1-compute021,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute021,Kubernetes,10.16.4.45,f2:c7:54:5a:12:7b,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252722,5087,33,6,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
44,urn:ngsi-ld:InfrastructureElement:aeros1-compute024,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute024,Kubernetes,10.16.4.25,b6:41:34:7a:28:e3,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252851,4958,38,9,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
45,urn:ngsi-ld:InfrastructureElement:aeros1-compute018,InfrastructureElement,urn:ngsi-ld:Domain:aeros1,aeros1-compute018,Kubernetes,10.16.4.206,1a:70:8a:20:b9:d9,urn:ngsi-ld:LowLevelOrchestrator:aeros1,48,1,257809,252704,5105,32,8,False,urn:ngsi-ld:CpuArchitecture:x64,urn:ngsi-ld:OperatingSystem:Linux,urn:ngsi-ld:InfrastructureElementTier:Cloud,urn:ngsi-ld:InfrastructureElementStatus:Ready,"{'type': 'Point', 'coordinates': [0, 0]}",,,,,,,2024-12-05 14:45:53.428026
