cpu_utilization,power_consumption
27.9533044,4.006
27.9533044,4.0123333
27.826305925,4.0123333
27.826305925,4.0123333
27.826305925,4.348
45.0048803,4.348
45.0048803,4.348
45.0048803,4.6203333
55.351366975,4.6203333
55.351366975,4.6203333
55.351366975,4.671
52.958775900000006,4.671
52.958775900000006,4.671
52.958775900000006,4.736033
52.880642625,4.736033
52.880642625,4.736033
52.880642625,4.0883333
35.584769200000004,4.0883333
35.584769200000004,4.0883333
35.584769200000004,3.9996667
28.422785975,3.9996667
28.422785975,3.9996667
28.422785975,3.5943333
28.222172925,3.5943333
28.222172925,3.5943333
28.222172925,3.5816667
28.13515617499999,3.5816667
28.13515617499999,3.5816667
28.13515617499999,4.0433333
28.372197,4.0433333
28.372197,4.0433333
28.372197,4.0563333
28.679390875,4.0563333
28.679390875,4.0563333
28.679390875,4.0433333
28.0991292,4.0433333
28.0991292,4.0433333
28.0991292,4.069
28.057188575,4.069
28.057188575,4.069
53.196189525,4.898
53.196189525,4.898
53.196189525,4.879
65.623826575,4.879
65.623826575,4.879
65.623826575,4.0306667
40.478863625,4.0306667
40.478863625,4.0306667
40.478863625,3.9993333
28.346616975,3.9993333
28.346616975,3.9993333
28.346616975,4.1196667
28.46899095,4.1196667
28.46899095,4.1196667
28.46899095,3.4676667
5.712880375,3.4676667
5.712880375,3.4676667
20.161148725,3.8603333
20.161148725,3.8603333
20.161148725,4.0946667
28.535719324999995,4.0946667
28.535719324999995,4.0946667
28.535719324999995,3.7083333
42.283781,3.7083333
42.283781,3.7083333
42.283781,3.797
42.494114875,3.797
42.494114875,3.797
42.494114875,3.683
31.48914855,3.683
31.48914855,3.683
31.48914855,3.8856667
28.236974175,3.8856667
28.236974175,3.8856667
28.236974175,4.0306667
29.623458075,4.0306667
29.623458075,4.0306667
29.623458075,4.0563333
30.3661758,4.0563333
30.3661758,4.0563333
30.3661758,3.955
27.8295093,3.955
27.8295093,3.955
27.8295093,3.8603333
25.065192225,3.8603333
25.065192225,3.8603333
25.065192225,3.9803333
27.35245935,3.9803333
27.35245935,3.9803333
27.35245935,4.0373333
28.33769115,4.0373333
28.33769115,4.0373333
28.33769115,3.9996667
28.449200925,3.9996667
28.449200925,3.9996667
28.449200925,3.9553333
28.570558275000003,3.9553333
28.570558275000003,3.9553333
28.570558275000003,4.183
29.387237425,4.183
29.387237425,4.183
29.387237425,4.3163333
43.991815200000005,4.3163333
43.991815200000005,4.3163333
43.991815200000005,4.4556667
50.063077675,4.4556667
50.063077675,4.4556667
50.063077675,4.6646667
53.73388787499999,4.6646667
53.73388787499999,4.6646667
53.73388787499999,4.4683333
50.6386747,4.4683333
50.6386747,4.4683333
50.6386747,4.2276667
32.520301625,4.2276667
32.520301625,4.2276667
32.520301625,4.145
30.937869475000007,4.145
30.937869475000007,4.145
30.937869475000007,4.0436667
30.078544900000004,4.0436667
30.078544900000004,4.0436667
30.078544900000004,3.873
29.6703063,3.873
29.6703063,3.873
29.6703063,3.588
28.391495925,3.588
28.391495925,3.588
28.391495925,3.778
28.223188699999994,3.778
28.223188699999994,3.778
28.223188699999994,4.0183333
28.33941275,4.0183333
28.33941275,4.0183333
28.33941275,4.0123333
28.905828600000003,4.0123333
28.905828600000003,4.0123333
28.905828600000003,3.968
28.487436075,3.968
28.487436075,3.968
28.487436075,4.1766667
39.8972228,4.1766667
39.8972228,4.1766667
39.8972228,4.8603333
96.21139665000004,5.3476667
91.623497225,5.3476667
91.623497225,5.3476667
91.623497225,5.487
78.810091075,5.487
78.810091075,5.487
78.810091075,4.8096667
69.613535175,4.8096667
69.613535175,4.8096667
28.13776285,3.9933333
28.13776285,3.9933333
28.13776285,4.0123333
28.880394475,4.0123333
28.880394475,4.0123333
28.880394475,4.0436667
28.415717675,4.0436667
28.415717675,4.0436667
28.415717675,4.651
37.5765727,4.651
37.5765727,4.651
96.90983755,5.9176667
96.90983755,5.9176667
96.90983755,5.3733333000000005
88.389302125,5.3733333000000005
88.389302125,5.3733333000000005
31.198186300000003,4.234
31.198186300000003,4.234
31.198186300000003,4.0376667
30.7046151,4.0376667
30.7046151,4.0376667
30.7046151,3.9933333
27.95847855,3.9933333
27.95847855,3.9933333
35.187066625,4.7906667
35.187066625,4.7906667
81.9289924,5.4616667
81.9289924,5.4616667
81.9289924,4.9806667
76.44305514999999,4.9806667
76.44305514999999,4.9806667
76.44305514999999,4.3226667
37.925563,4.3226667
37.925563,4.3226667
37.925563,4.2973333
36.226010375,4.2973333
36.226010375,4.2973333
36.226010375,4.1453333
28.150458175,4.1453333
28.150458175,4.1453333
28.150458175,3.987
28.1834543,3.987
28.1834543,3.987
28.1834543,3.8666667
28.12560105,3.8666667
28.12560105,3.8666667
28.12560105,4.354
31.49886655,4.354
31.49886655,4.354
31.49886655,4.6963333
51.573317525,4.6963333
51.573317525,4.6963333
51.573317525,4.3986667
49.42721612500001,4.3986667
49.42721612500001,4.3986667
49.42721612500001,4.0376667
28.747847,4.0376667
28.747847,4.0376667
28.747847,4.0816667
31.58122775,4.0816667
31.58122775,4.0816667
31.58122775,4.062
28.5323929,4.062
28.5323929,4.062
28.5323929,4.006
28.027254125,4.006
28.027254125,4.006
28.027254125,3.949
28.1370752,3.949
28.1370752,3.949
28.1370752,3.9616667
28.14204655,3.9616667
28.14204655,3.9616667
28.14204655,4.025
29.0864043,4.025
29.0864043,4.025
29.0864043,3.9806667
28.472032675,3.9806667
28.472032675,3.9806667
28.472032675,3.664
49.400830825,3.7843333
49.400830825,3.7843333
49.400830825,3.9933333
27.962386475,3.9933333
27.962386475,3.9933333
99.9999997,5.9746667
99.9999997,5.9746667
71.775678,4.4616667
71.775678,4.4616667
28.21901455,4.1136667
28.21901455,4.1136667
28.21901455,4.0756667
28.47227615,4.0756667
28.47227615,4.0756667
28.47227615,4.0306667
28.96246895,4.0306667
28.96246895,4.0306667
28.96246895,3.7396667
25.917878125,3.7396667
25.917878125,3.7396667
25.917878125,3.5183333
21.424140325,3.5183333
21.424140325,3.5183333
21.424140325,3.4993333
16.2704521,3.4993333
16.2704521,3.4993333
16.2704521,3.493
7.292895124999999,3.493
7.292895124999999,3.493
7.292895124999999,3.8666667
13.308923775,3.8666667
13.308923775,3.8666667
13.308923775,4.0436667
28.073534875000004,4.0436667
28.073534875000004,4.0436667
28.073534875000004,3.835
32.54507725,3.835
32.54507725,3.835
32.54507725,3.6133333
40.9970791,3.6133333
40.9970791,3.6133333
40.9970791,3.588
35.877458100000005,3.588
35.877458100000005,3.588
35.877458100000005,3.55
28.46534825,3.55
28.46534825,3.55
28.46534825,3.8603333
28.140349875,3.8603333
28.140349875,3.8603333
28.140349875,3.9806667
28.05507825,3.9806667
28.05507825,3.9806667
28.05507825,4.094
28.4209061,4.094
28.4209061,4.094
28.4209061,4.101
28.328980125,4.101
28.328980125,4.101
28.328980125,4.0313333
28.31386815,4.0313333
28.31386815,4.0313333
28.31386815,4.0493333
28.311984775000003,4.0493333
28.311984775000003,4.0493333
28.311984775000003,4.075
28.428668775,4.075
28.428668775,4.075
28.428668775,4.05
28.054548850000003,4.05
28.054548850000003,4.05
28.054548850000003,4.0246667
28.23049895,4.0246667
28.23049895,4.0246667
28.23049895,4.0753333
28.61501292500001,4.0753333
28.61501292500001,4.0753333
28.61501292500001,4.1073333
28.6246897,4.1073333
28.6246897,4.1073333
28.6246897,4.1453333
28.3890662,4.1453333
28.3890662,4.1453333
28.3890662,4.0693333
28.23521545,4.0693333
28.23521545,4.0693333
28.23521545,3.9806667
28.7307109,3.9806667
28.7307109,3.9806667
28.7307109,4.3923333
34.42400805,4.3923333
34.42400805,4.3923333
34.42400805,4.595
53.3976883,4.595
53.3976883,4.595
53.3976883,4.221
47.518969125000005,4.221
47.518969125000005,4.221
47.518969125000005,3.9363333
28.464506874999994,3.9363333
28.464506874999994,3.9363333
28.464506874999994,4.2973333
32.891070975,4.2973333
32.891070975,4.2973333
32.891070975,4.709
53.13147425,4.709
53.13147425,4.709
53.13147425,4.405
49.1322752,4.405
49.1322752,4.405
49.1322752,3.949
28.981018675000005,3.949
28.981018675000005,3.949
28.981018675000005,3.9866667
28.8981701,3.9866667
28.8981701,3.9866667
28.8981701,3.9933333
28.508997875,3.9933333
28.508997875,3.9933333
28.508997875,4.2903333
32.42671845,4.2903333
32.42671845,4.2903333
32.42671845,4.7153333
53.513048875,4.7153333
53.513048875,4.7153333
53.513048875,4.4366667
49.40639685,4.4366667
49.40639685,4.4366667
49.40639685,4.0753333
28.175823725,4.0753333
28.175823725,4.0753333
28.175823725,4.0123333
28.105380975,4.0123333
28.105380975,4.0123333
28.105380975,3.993
28.39804045,3.993
28.39804045,3.993
28.39804045,4.063
29.3003296,4.063
29.3003296,4.063
29.3003296,4.2086667
32.426670025,4.2086667
32.426670025,4.2086667
32.426670025,4.1073333
31.636383975,4.1073333
31.636383975,4.1073333
31.636383975,3.9426667
29.076332025,3.9426667
29.076332025,3.9426667
29.076332025,4.0503333
29.026832525,4.0503333
29.026832525,4.0503333
29.026832525,4.272
28.373969325,4.272
28.373969325,4.272
28.373969325,4.234
28.554543475000006,4.234
28.554543475000006,4.234
28.554543475000006,4.253
29.880742175,4.253
29.880742175,4.253
29.880742175,4.2213333
35.346568925,4.2213333
35.346568925,4.2213333
35.346568925,4.1326667
67.719819775,4.1326667
67.719819775,4.1326667
58.58893175,3.911
58.58893175,3.911
3.962554575,3.3726667
3.962554575,3.3726667
3.962554575,3.645
7.46155925,3.645
7.46155925,3.645
30.6941764,4.253
30.6941764,4.253
30.6941764,4.1323333
30.36784985,4.1323333
30.36784985,4.1323333
30.36784985,4.0246667
28.794641474999995,4.0246667
28.794641474999995,4.0246667
28.794641474999995,4.139
28.838526975,4.139
28.838526975,4.139
28.838526975,4.215
28.837412475,4.215
28.837412475,4.215
28.837412475,4.5186667
36.479321025,4.5186667
36.479321025,4.5186667
36.479321025,4.9993333
98.913265975,4.9993333
98.913265975,4.9993333
28.8010485,4.196
28.8010485,4.196
28.8010485,4.1073333
28.530698075000004,4.1073333
28.530698075000004,4.1073333
28.530698075000004,4.0943333
28.362043825,4.0943333
28.362043825,4.0943333
28.362043825,3.8916667
28.419618575,3.8916667
28.419618575,3.8916667
28.419618575,3.5246667
28.218507975,3.5246667
28.218507975,3.5246667
28.218507975,3.8476667
28.3156617,3.8476667
28.3156617,3.8476667
28.3156617,4.1706667
30.750251775,4.1706667
30.750251775,4.1706667
30.750251775,4.126
30.269312675,4.126
30.269312675,4.126
30.269312675,4.1136667
28.290977125,4.1136667
28.290977125,4.1136667
28.290977125,4.0566667
28.522590775,4.0566667
28.522590775,4.0566667
28.522590775,4.0883333
28.717687875,4.0883333
28.717687875,4.0883333
28.717687875,4.037
28.813508849999995,4.037
28.813508849999995,4.037
28.813508849999995,3.9806667
28.211053324999995,3.9806667
28.211053324999995,3.9806667
33.24038792500001,4.778
33.24038792500001,4.778
99.83415835,5.4743333
99.83415835,5.4743333
99.178733,4.9803333
99.178733,4.9803333
28.44166625,4.031
28.44166625,4.031
28.44166625,4.2526667
28.25741885,4.2526667
28.25741885,4.2526667
28.25741885,4.6836667
51.92447632499999,4.6836667
51.92447632499999,4.6836667
51.92447632499999,4.5063333
53.27814897499999,4.5063333
53.27814897499999,4.5063333
53.27814897499999,4.101
29.539038400000003,4.101
29.539038400000003,4.101
29.539038400000003,4.3346667
29.0604414,4.3346667
29.0604414,4.3346667
29.0604414,4.7216667
52.0650212,4.7216667
52.0650212,4.7216667
52.0650212,4.6266667
52.938082025,4.6266667
52.938082025,4.6266667
29.230738125,3.5183333
29.230738125,3.5183333
29.230738125,3.7843333
28.517386075,3.7843333
28.517386075,3.7843333
28.517386075,4.2593333
26.520343175,4.2593333
26.520343175,4.2593333
26.520343175,4.2403333
26.153097525,4.2403333
26.153097525,4.2403333
26.153097525,3.9933333
27.9995401,3.9933333
27.9995401,3.9933333
27.9995401,4.012
28.087870575000004,4.012
28.087870575000004,4.012
28.087870575000004,4.0183333
28.4556963,4.0183333
28.4556963,4.0183333
28.4556963,3.9043333
28.54250135,3.9043333
28.54250135,3.9043333
28.54250135,3.6196667
27.882755425,3.6196667
27.882755425,3.6196667
27.882755425,3.6893333
28.157522650000004,3.6893333
28.157522650000004,3.6893333
28.157522650000004,3.9806667
28.6085307,3.9806667
28.6085307,3.9806667
28.6085307,3.9996667
28.438776375,3.9996667
28.438776375,3.9996667
28.438776375,4.0686667
28.957811,4.0686667
28.957811,4.0686667
28.957811,4.0686667
28.874193075,4.0686667
28.874193075,4.0686667
28.874193075,4.0813333
29.516977675,4.0813333
29.516977675,4.0813333
29.516977675,4.164
29.56956045,4.164
29.56956045,4.164
29.56956045,4.721
50.679734675000006,4.721
50.679734675000006,4.721
50.679734675000006,4.7463333
61.193761550000005,4.7463333
61.193761550000005,4.7463333
61.193761550000005,4.215
41.30837079999999,4.215
41.30837079999999,4.215
41.30837079999999,4.2276667
37.100157,4.2276667
37.100157,4.2276667
37.100157,4.0693333
31.416005,4.0693333
31.416005,4.0693333
31.416005,3.968
28.260381825,3.968
28.260381825,3.968
28.260381825,4.506
40.91039415000001,4.506
40.91039415000001,4.506
40.91039415000001,4.734
53.5155785,4.734
53.5155785,4.734
53.5155785,4.7526667
55.70012075000001,4.7526667
55.70012075000001,4.7526667
55.70012075000001,4.841
58.8645989,4.841
58.8645989,4.841
58.8645989,4.2403333
46.127246525,4.2403333
46.127246525,4.2403333
46.127246525,4.234
32.1332227,4.234
32.1332227,4.234
32.1332227,4.215
30.611496425,4.215
30.611496425,4.215
30.611496425,4.0883333
29.93790935,4.0883333
29.93790935,4.0883333
56.458945850000006,5.518666700000001
56.458945850000006,5.518666700000001
86.26270050000001,5.658
86.26270050000001,5.658
86.26270050000001,4.955
71.79229115,4.955
71.79229115,4.955
71.79229115,4.9043333
62.365695075000005,4.9043333
62.365695075000005,4.9043333
62.365695075000005,4.6136667
45.6819083,4.6136667
45.6819083,4.6136667
45.6819083,4.386
29.4579411,4.386
29.4579411,4.386
29.4579411,4.1706667
30.310450675,4.1706667
30.310450675,4.1706667
30.310450675,4.1073333
29.8921595,4.1073333
29.8921595,4.1073333
29.8921595,4.063
29.562134275,4.063
29.562134275,4.063
29.562134275,4.0056667
28.136827125,4.0056667
28.136827125,4.0056667
28.136827125,3.9553333
28.5088042,3.9553333
28.5088042,3.9553333
28.5088042,3.9046667
28.424494825,3.9046667
28.424494825,3.9046667
28.424494825,4.0436667
28.55511665,4.0436667
28.55511665,4.0436667
28.55511665,4.12
28.52493495,4.12
28.52493495,4.12
28.52493495,3.9616667
30.046509025,3.9616667
30.046509025,3.9616667
30.046509025,4.088
28.417065675,4.088
28.417065675,4.088
28.417065675,4.0503333
28.719742600000004,4.0503333
28.719742600000004,4.0503333
28.719742600000004,3.9996667
28.178443750000003,3.9996667
28.178443750000003,3.9996667
28.178443750000003,3.7843333
28.266335625000004,3.7843333
28.266335625000004,3.7843333
28.266335625000004,3.6133333
28.64270115,3.6133333
28.64270115,3.6133333
28.64270115,4.411
43.22295065000001,4.411
43.22295065000001,4.411
94.126025825,5.6643333
94.126025825,5.6643333
94.126025825,4.999666700000001
95.016412375,4.999666700000001
95.016412375,4.999666700000001
40.174726675,3.9806667
40.174726675,3.9806667
40.174726675,3.9933333
37.25752584999999,3.9933333
37.25752584999999,3.9933333
37.25752584999999,4.0566667
28.41106255,4.0566667
28.41106255,4.0566667
28.41106255,3.809
29.741733375000003,3.809
29.741733375000003,3.809
29.741733375000003,3.3283333
3.727043524999999,3.3283333
3.727043524999999,3.3283333
3.727043524999999,3.55
5.102773474999999,3.55
5.102773474999999,3.55
5.102773474999999,3.7906667
28.083780525,3.7906667
28.083780525,3.7906667
28.083780525,3.873
28.889575725000004,3.873
28.889575725000004,3.873
28.889575725000004,3.9743333
28.435659375,3.9743333
28.435659375,3.9743333
28.435659375,3.7843333
27.813228850000005,3.7843333
27.813228850000005,3.7843333
27.813228850000005,3.3346667
4.472349925,3.3346667
4.472349925,3.3346667
4.472349925,3.5943333
5.277866274999999,3.5943333
5.277866274999999,3.5943333
28.153416850000003,3.9806667
28.153416850000003,3.9806667
28.153416850000003,3.9806667
28.417343275,3.9806667
28.417343275,3.9806667
28.417343275,4.006
28.22393205,4.006
28.22393205,4.006
28.22393205,3.9996667
28.2744014,3.9996667
28.2744014,3.9996667
28.2744014,3.7463333
13.145853975,3.7463333
13.145853975,3.7463333
13.145853975,4.0313333
15.19312135,4.0313333
15.19312135,4.0313333
34.462531275,4.4683333
34.462531275,4.4683333
34.462531275,4.2906667
33.926469575,4.2906667
33.926469575,4.2906667
33.926469575,4.0183333
28.0466129,4.0183333
28.0466129,4.0183333
28.0466129,4.0943333
29.02781245,4.0943333
29.02781245,4.0943333
29.02781245,3.721
25.56257,3.721
25.56257,3.721
25.56257,3.5373333
4.91972495,3.5373333
4.91972495,3.5373333
28.11770085000001,3.9616667
28.11770085000001,3.9616667
28.11770085000001,4.0693333
28.4190565,4.0693333
28.4190565,4.0693333
28.4190565,4.2403333
28.824771925,4.2403333
28.824771925,4.2403333
28.824771925,4.2276667
29.2910635,4.2276667
29.2910635,4.2276667
29.2910635,4.253
35.136279824999995,4.253
35.136279824999995,4.253
35.136279824999995,4.1833333
35.56448965,4.1833333
35.56448965,4.1833333
35.56448965,4.0563333
28.9906445,4.0563333
28.9906445,4.0563333
28.9906445,4.0563333
29.075276675,4.0563333
29.075276675,4.0563333
29.075276675,4.0816667
30.21794885,4.0816667
30.21794885,4.0816667
30.21794885,4.1136667
30.299577425000003,4.1136667
30.299577425000003,4.1136667
30.299577425000003,4.1643333
31.0369135,4.1643333
31.0369135,4.1643333
31.0369135,4.2783333
31.552155725,4.2783333
31.552155725,4.2783333
31.552155725,4.6836667
50.853041625,4.6836667
50.853041625,4.6836667
50.853041625,4.4113333
51.704081900000006,4.4113333
51.704081900000006,4.4113333
51.704081900000006,4.012
28.47380945,4.012
28.47380945,4.012
28.47380945,4.1706667
29.213155725,4.1706667
29.213155725,4.1706667
29.213155725,4.6456667
53.067192875,4.6456667
53.067192875,4.6456667
53.067192875,4.462
51.973302625,4.462
51.973302625,4.462
51.973302625,4.0123333
28.315525500000003,4.0123333
28.315525500000003,4.0123333
28.315525500000003,3.987
28.6591097,3.987
28.6591097,3.987
28.6591097,4.0493333
28.198730099999995,4.0493333
28.198730099999995,4.0493333
28.198730099999995,4.107
28.57760885,4.107
28.57760885,4.107
28.57760885,4.2466667
34.987416225,4.2466667
34.987416225,4.2466667
34.987416225,4.4113333
35.3879785,4.4113333
35.3879785,4.4113333
35.3879785,4.7023333
52.63681555,4.7023333
52.63681555,4.7023333
52.63681555,4.9493333
52.679890025,4.9493333
52.679890025,4.9493333
90.46500665,5.639
90.46500665,5.639
90.46500665,4.93
88.55629990000001,4.93
88.55629990000001,4.93
28.0156933,4.0756667
28.0156933,4.0756667
28.0156933,4.683
29.727180099999995,4.683
29.727180099999995,4.683
97.316447,5.981
97.316447,5.981
97.316447,5.386
96.0809354,5.386
96.0809354,5.386
28.157813824999995,4.0623333
28.157813824999995,4.0623333
28.157813824999995,4.0626667
28.103623275000004,4.0626667
28.103623275000004,4.0626667
28.103623275000004,4.0183333
28.33797805,4.0183333
28.33797805,4.0183333
28.33797805,4.5943333
29.75580765,4.5943333
29.75580765,4.5943333
96.54941647499996,5.8416667
96.54941647499996,5.8416667
96.54941647499996,5.348000000000001
92.729080175,5.348000000000001
92.729080175,5.348000000000001
48.1559266,4.5
48.1559266,4.5
48.1559266,4.2403333
46.928907175000006,4.2403333
46.928907175000006,4.2403333
46.928907175000006,3.7336667
16.4915218,3.7336667
16.4915218,3.7336667
16.4915218,3.8033333
16.820231425000003,3.8033333
16.820231425000003,3.8033333
16.820231425000003,4.025
28.620180675,4.025
28.620180675,4.025
28.620180675,4.417
29.052656950000006,4.417
29.052656950000006,4.417
74.46867192500001,5.43
74.46867192500001,5.43
74.46867192500001,5.1513333
75.29936679999999,5.1513333
75.29936679999999,5.1513333
75.29936679999999,5.012
58.27179039999999,5.012
58.27179039999999,5.012
58.27179039999999,4.7906667
59.75283865,4.7906667
59.75283865,4.7906667
59.75283865,4.1453333
37.85019174999999,4.1453333
37.85019174999999,4.1453333
37.85019174999999,4.12
30.1323459,4.12
30.1323459,4.12
30.1323459,4.075
29.174745299999994,4.075
29.174745299999994,4.075
29.174745299999994,4.094
29.2786882,4.094
