time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2024-06-14T19:00,36.9,30,16.2,36.7,0,0,0,0,0,1007.3,992,0,0,0,0,0.34,4.38,15.9,22.7,295,295,32.4,44,36.1,28.9,21.3,0.068,0.151,0.143,0.145,1,3600,202,129,73,455.9,202,375.1,132,84.3,47.7,455.9,132,245.1
2024-06-14T20:00,34.6,30,14.8,34.6,0,0,0,0,0,1007.4,992,0,0,0,0,0.16,3.82,10.5,16.3,292,292,31.3,41.5,36.2,28.9,21.3,0.068,0.151,0.143,0.145,1,1653.3,46,20,26,155.5,46,116.5,0,0,0,0,0,0
2024-06-14T21:00,33,33,14.5,32.9,0,0,0,0,0,1007.4,991.9,0,0,0,0,0.14,3.38,11,18.4,281,281,20.2,39.1,36.2,28.9,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14T22:00,31.2,37,15,31.4,0,0,0,0,0,1007.3,991.7,0,0,0,0,0.11,2.83,9.8,17.6,287,285,20.2,37.1,36.2,29,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14T23:00,29.9,40,15,30,0,0,0,0,0,1006.8,991.2,0,0,0,0,0.11,2.51,10.5,20.6,278,276,18.4,35.3,36.1,29,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T00:00,29.6,46,16.8,30,0,0,0,0,0,1006.3,990.7,0,0,0,0,0.12,2.24,13.3,27.3,283,279,23.8,33.9,35.9,29,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T01:00,30,43,15.9,30.2,0,0,0,0,0,1005.8,990.2,0,0,0,0,0.12,2.44,12.4,26.4,278,276,24.8,32.9,35.7,29,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T02:00,29.8,44,16.1,29.9,0,0,0,0,0,1005.2,989.6,0,0,0,0,0.13,2.36,13.4,28.2,278,276,23.4,32.1,35.5,29,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T03:00,30,36,13.2,28.7,0,0,0,0,0,1004.8,989.2,0,0,0,0,0.18,2.73,16.1,32.5,280,274,29.2,31.6,35.3,29.1,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T04:00,31.1,30,11.6,30.2,0,0,0,0,0,1004.3,988.8,1,0,1,0,0.12,3.15,9.2,24.7,291,278,25.2,31.5,35.2,29.1,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T05:00,28.5,36,12,28.5,0,0,0,0,0,1005,989.3,0,0,0,0,0.04,2.49,4.2,5.5,59,58,16.6,30.7,34.9,29.1,21.3,0.068,0.151,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T06:00,27,44,13.7,27.3,0,0,0,0,0,1004.9,989.2,0,0,0,0,0.08,2,5.9,6.1,101,130,11.5,30,34.7,29.1,21.3,0.068,0.151,0.143,0.145,1,0,6,1,5,13.5,6,40,15,2.5,12.5,28.7,6.1,99.9
2024-06-15T07:00,28.5,42,14.5,29.8,0,0,0,0,0,1004.7,989,0,0,0,0,0.07,2.24,1.6,3.8,27,311,7.9,30.2,34.5,29.1,21.3,0.068,0.151,0.143,0.145,1,3600,108,57,51,330,108,229,169.3,89.3,79.9,330,169.3,358.9
2024-06-15T08:00,33.1,30,13.2,33.2,0,0,0,0,0,1004.6,989.2,0,0,0,0,0.26,3.54,6,9.6,303,304,13.7,31.8,34.3,29.1,21.3,0.068,0.151,0.143,0.145,1,3600,293,207,86,562.8,293,487.5,369,260.7,108.3,562.8,369,614.1
2024-06-15T09:00,35.6,25,12.5,34.2,0,0,0,0,0,1004.5,989.2,0,0,0,0,0.52,4.37,14.8,20.3,293,295,31.3,34.1,34.2,29.1,21.3,0.068,0.151,0.143,0.145,1,3600,492,385,107,695.8,492,733.5,568.8,445.1,123.7,695.8,568.8,848
2024-06-15T10:00,37.1,24,13.1,36.1,0,0,0,0,0,1004.2,989,3,0,0,10,0.69,4.79,17.6,23,285,287,36.4,36.4,34.1,29.1,21.3,0.068,0.151,0.143,0.145,1,3600,675,553,122,771.6,675,950,742.3,608.1,134.2,771.6,742.3,1044.7
2024-06-15T11:00,39.3,17,9.7,37.6,0,0,0,0,0,1003.9,988.8,1,0,1,2,0.85,5.89,19.7,25.6,288,290,41,38.8,34.2,29.1,21.3,0.068,0.151,0.143,0.145,1,3600,816,667,149,787.7,816,1122.4,865.7,707.6,158.1,787.7,865.7,1190.8
2024-06-15T12:00,41,14,8.3,40.1,0,0,0,0,0,1003.7,988.7,2,0,1,5,0.92,6.69,16.6,21.3,274,275,41,41.1,34.3,29.1,21.4,0.068,0.151,0.143,0.145,1,3600,924,781,143,835.6,924,1239,951.9,804.6,147.3,835.6,951.9,1276.4
2024-06-15T13:00,41.5,14,8.7,41.3,0,0,0,0,0,1003.3,988.3,2,0,1,3,0.91,6.86,13.9,17.1,280,278,36.7,43.3,34.5,29.2,21.4,0.068,0.151,0.143,0.145,1,3600,952,796,156,816.9,952,1291.7,954.9,798.5,156.5,816.9,954.9,1295.7
2024-06-15T14:00,41.2,14,7.9,41.3,0,0,0,0,0,1003.2,988.2,1,0,1,1,0.86,6.78,10.5,13.2,239,241,33.1,44.9,34.8,29.2,21.4,0.068,0.151,0.143,0.145,1,3600,937,785,152,814.8,937,1277.1,915.2,766.7,148.5,814.8,915.2,1247.3
2024-06-15T15:00,41.2,12,6.5,39.9,0,0,0,0,0,1002.4,987.4,1,0,2,0,0.86,6.9,14.5,18.3,293,292,33.1,45.9,35.1,29.2,21.4,0.068,0.151,0.143,0.145,1,3600,873,726,147,804.6,873,1196,828.1,688.7,139.4,804.6,828.1,1134.5
2024-06-15T16:00,38.6,16,8.1,35.9,0,0,0,0,0,1002.7,987.6,0,0,0,0,0.79,5.75,20.6,27.6,295,292,43.2,44.7,35.5,29.2,21.4,0.068,0.151,0.143,0.145,1,3600,715,559,156,702.9,715,1054.1,654.6,511.8,142.8,702.9,654.6,965.1
2024-06-15T17:00,37,17,7.8,33.2,0,0,0,0,0,1002.6,987.4,0,0,0,0,0.7,5.2,23.2,32.9,289,288,45.7,43.8,35.7,29.2,21.4,0.068,0.15,0.143,0.145,1,3600,591,471,120,725.1,591,861,515.2,410.6,104.6,725.1,515.2,750.5
2024-06-15T18:00,35.6,17,7.1,30.9,0,0,0,0,0,1002.6,987.3,1,0,0,3,0.61,4.79,27.1,40,284,284,51.5,42.4,35.9,29.2,21.4,0.068,0.15,0.143,0.145,1,3600,413,314,99,660.8,413,629.9,331.4,252,79.4,660.8,331.4,505.5
2024-06-15T19:00,33.8,21,8.3,30,0,0,0,0,0,1002.9,987.5,4,0,0,12,0.42,4.17,23,35.4,284,282,51.8,40.4,36,29.3,21.4,0.068,0.15,0.143,0.145,1,3600,219,144,75,507,219,376.5,143.4,94.3,49.1,507,143.4,246.6
2024-06-15T20:00,31.4,26,9.9,28.9,0,0,0,0,0,1003.1,987.6,4,0,0,12,0.23,3.38,16.8,27.3,280,279,43.2,38.1,36,29.3,21.4,0.068,0.15,0.143,0.145,1,1929.26,50,22,28,170.3,50,118,0,0,0,0,0,0
2024-06-15T21:00,29.8,29,9.7,27.8,0,0,0,0,0,1003.2,987.6,0,0,0,1,0.16,2.98,12.6,24.3,275,277,30.6,36,36,29.3,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T22:00,28.6,27,7.6,26.3,0,0,0,0,0,1004,988.3,0,0,0,0,0.14,2.86,10.9,22.2,314,302,23,34.1,35.8,29.3,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15T23:00,27.6,27,7.1,25.1,0,0,0,0,0,1004.1,988.4,0,0,0,0,0.14,2.68,11.4,24,298,294,19.8,32.4,35.7,29.3,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T00:00,26.5,30,7.7,24.4,0,0,0,0,0,1004.1,988.3,0,0,0,0,0.12,2.4,10.3,23,282,284,19.8,31.1,35.4,29.3,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T01:00,25.5,33,8,24.1,0,0,0,0,0,1004.2,988.4,0,0,0,0,0.06,2.2,5.8,17.9,277,285,17.6,29.8,35.2,29.3,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T02:00,25.7,31,7.5,24.9,0,0,0,0,0,1004.3,988.5,0,0,0,0,0,2.27,1.3,6.7,124,306,10.4,28.5,34.9,29.4,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T03:00,23.4,38,8.2,22,0,0,0,0,0,1004.7,988.8,0,0,0,0,0.06,1.79,6.3,6.9,77,47,7.9,27.5,34.6,29.4,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T04:00,24.6,56,15.2,26.1,0,0,0,0,0,1004.8,988.9,1,1,0,0,0,1.37,1.8,5.1,281,309,5,25.8,34.1,29.4,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T05:00,23.9,57,15,25.2,0,0,0,0,0,1004.9,989,0,0,0,0,0,1.26,2.3,2.4,141,63,3.2,25.7,33.8,29.4,21.4,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T06:00,23.2,62,15.5,25,0,0,0,0,0,1005.2,989.2,0,0,0,0,0.02,1.08,0.8,2.1,243,59,4,25.6,33.5,29.4,21.4,0.069,0.15,0.143,0.145,1,0,6,1,5,13.5,6,39.8,15,2.5,12.5,28.7,6.1,99.5
2024-06-16T07:00,25.5,52,15.1,26.9,0,0,0,0,0,1005.7,989.9,1,1,0,0,0.07,1.55,2.3,1.3,219,304,7.6,26.5,33.1,29.4,21.4,0.069,0.15,0.143,0.145,1,3600,105,54,51,313.2,105,228.5,164.7,84.7,80,313.2,164.7,358.3
2024-06-16T08:00,27.7,59,18.8,30.6,0,0,0,0,0,1005.7,990,14,15,0,0,0.19,1.53,2.1,3.4,329,342,10.1,28.3,32.9,29.4,21.4,0.069,0.15,0.143,0.145,1,3600,284,197,87,536.2,284,486.9,357.8,248.2,109.6,536.2,357.8,613.4
2024-06-16T09:00,29.6,60,21,33.2,0,0,0,0,0,1005.8,990.2,3,3,0,0,0.35,1.66,5.4,7.2,360,357,16.9,30.8,32.7,29.4,21.4,0.069,0.15,0.143,0.145,1,3600,471,348,123,629.4,471,732.8,544.6,402.4,142.2,629.4,544.6,847.3
2024-06-16T10:00,31.7,51,20.2,35.4,0,0,0,0,0,1005.8,990.3,0,0,0,0,0.51,2.31,6.6,8.8,13,12,20.5,33.6,32.7,29.4,21.4,0.069,0.15,0.143,0.145,1,3600,661,532,129,742.7,661,949.4,726.9,585.1,141.9,742.7,726.9,1044.1
2024-06-16T11:00,33.4,42,18.9,37.3,0,0,0,0,0,1005.9,990.5,0,0,0,0,0.64,2.95,6.4,7.9,16,16,21.2,36.4,32.7,29.4,21.4,0.069,0.15,0.143,0.145,1,3600,813,678,135,800.9,813,1121.9,862.6,719.4,143.2,800.9,862.6,1190.4
2024-06-16T12:00,35.1,37,18.4,39.4,0,0,0,0,0,1005.7,990.3,13,1,0,40,0.74,3.55,6.8,8.7,357,355,22.7,39,32.9,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,915,775,140,829.3,915,1238.6,942.8,798.5,144.2,829.3,942.8,1276.2
2024-06-16T13:00,36.7,34,18.1,41.3,0,0,0,0,0,1005.2,989.9,16,0,0,55,0.78,4.08,5.8,7.6,360,3,22.7,41.4,33.1,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,960,813,147,834.2,960,1291.6,963,815.6,147.5,834.2,963,1295.7
2024-06-16T14:00,36.8,34,18.5,40.6,0,0,0,0,0,1005.1,989.8,14,0,4,39,0.76,4.09,9.1,11.4,34,35,25.6,43,33.3,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,893,674,219,699.4,893,1277.2,872.3,658.4,213.9,699.4,872.3,1247.6
2024-06-16T15:00,36.4,35,18.7,38.7,0,0,0,0,0,1004.9,989.6,10,0,5,23,0.66,3.92,12.5,15.5,41,44,30.2,43.2,33.6,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,719,496,223,549.4,719,1196.4,682.1,470.6,211.6,549.4,682.1,1135.1
2024-06-16T16:00,36.6,31,16.9,38.2,0,0,0,0,0,1005.2,989.9,8,0,5,18,0.62,4.2,10.7,13.2,78,79,26.6,43.3,33.9,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,690,517,173,649.6,690,1054.8,631.8,473.4,158.4,649.6,631.8,965.9
2024-06-16T17:00,36.2,31,16.5,36.8,0,0,0,0,0,1004.9,989.6,4,0,5,4,0.51,4.12,10.9,13.7,56,60,27,42.8,34.1,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,543,401,142,616.6,543,861.9,473.5,349.6,123.8,616.6,473.5,751.5
2024-06-16T18:00,34.1,38,17.8,35.3,0,0,0,0,0,1005.1,989.7,3,0,5,0,0.37,3.31,10.9,13.8,17,20,25.9,41.7,34.3,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,374,274,100,575.5,374,631,300.3,220,80.3,575.5,300.3,506.6
2024-06-16T19:00,31,53,20.5,33.6,0,0,0,0,0,1005.8,990.2,2,0,3,0,0.21,2.09,10.6,13.6,342,343,25.6,39.8,34.5,29.4,21.5,0.068,0.15,0.143,0.145,1,3600,196,124,72,435.1,196,377.7,128.6,81.4,47.3,435.1,128.6,247.9
2024-06-16T20:00,28.5,66,21.4,31.7,0,0,0,0,0,1006.3,990.6,1,0,1,0,0.08,1.33,9.5,13.8,323,321,23,37.4,34.6,29.5,21.5,0.068,0.15,0.143,0.145,1,1527.04,46,19,27,146.5,46,119.4,0,0,0,0,0,0
2024-06-16T21:00,27.4,71,21.7,30.9,0,0,0,0,0,1006.9,991.1,0,0,0,0,0.03,1.05,7.9,11.2,321,312,20.2,35.3,34.5,29.5,21.5,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T22:00,27,71,21.3,30.6,0,0,0,0,0,1007.5,991.7,0,0,0,0,0.02,1.03,6,8.4,327,320,16.2,33.6,34.5,29.5,21.5,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16T23:00,26.5,72,21.1,30.2,0,0,0,0,0,1007.5,991.7,0,0,0,0,0.01,0.97,5.2,7.6,326,329,12.2,32.3,34.3,29.5,21.5,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T00:00,25.9,75,21.1,29.6,0,0,0,0,0,1007.7,991.8,0,0,0,0,0.01,0.84,5.1,8.4,321,335,10.4,31.1,34.2,29.5,21.5,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T01:00,25.3,79,21.3,29,0,0,0,0,0,1007.8,991.9,0,0,0,0,0.01,0.69,5.1,9,309,331,9.7,30.1,34,29.5,21.5,0.068,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T02:00,24.6,83,21.6,28.4,0,0,0,0,0,1007.9,992,0,0,0,0,0,0.51,5.6,9.1,310,326,9.4,29.2,33.8,29.5,21.5,0.069,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T03:00,24,88,21.8,28.1,0,0,0,0,0,1008.1,992.1,0,0,0,0,0,0.36,4.3,7.7,318,332,9.4,28.5,33.5,29.5,21.5,0.069,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T04:00,24,91,22.5,28.4,0,0,0,0,0,1008.1,992.1,9,10,0,0,0,0.26,5.2,8.2,106,119,7.9,27.2,33.1,29.5,21.5,0.069,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T05:00,23.6,93,22.4,28,0,0,0,0,1,1008.3,992.3,48,53,0,0,0,0.2,5.3,8.3,62,88,9.4,26.9,32.9,29.5,21.5,0.069,0.15,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T06:00,23.6,93,22.4,27.9,0,0,0,0,3,1008.9,992.9,89,99,0,0,0.02,0.2,5.3,8.2,62,75,10.8,26.7,32.6,29.5,21.5,0.069,0.15,0.143,0.145,1,0,5,1,4,13.6,5,39.5,12.5,2.5,10,28.7,5.1,99
2024-06-17T07:00,25.1,84,22.3,29.6,0,0,0,0,3,1009.2,993.3,86,96,0,0,0.06,0.49,3.8,5,73,69,10.8,27.3,32.4,29.5,21.5,0.069,0.15,0.143,0.145,1,3084.23,88,28,60,162.8,88,227.9,138.1,43.9,94.2,162.8,138.1,357.7
2024-06-17T08:00,26.7,75,21.9,31,0,0,0,0,3,1009.3,993.5,90,100,0,0,0.15,0.88,3.7,4.7,79,67,13,28.6,32.2,29.5,21.5,0.069,0.15,0.143,0.145,1,3600,209,76,133,207.1,209,486.2,263.4,95.8,167.6,207.1,263.4,612.7
2024-06-17T09:00,28.7,66,21.7,32.8,0,0,0,0,3,1009.3,993.6,81,90,0,0,0.29,1.33,4.3,5.4,95,86,15.8,30.6,32.1,29.5,21.5,0.069,0.15,0.143,0.145,1,3600,399,222,177,401.8,399,732.1,461.4,256.7,204.7,401.8,461.4,846.6
2024-06-17T10:00,30.9,55,20.8,34.5,0,0,0,0,3,1009.3,993.7,90,100,0,0,0.42,2.01,4.9,5.9,107,101,17.3,33,32,29.5,21.5,0.069,0.15,0.143,0.145,1,3600,543,276,267,385.5,543,948.7,597.2,303.6,293.7,385.5,597.2,1043.5
2024-06-17T11:00,32.6,48,20.1,35.5,0,0,0,0,1,1009,993.5,43,48,0,0,0.45,2.56,6.4,8,117,108,19.8,35,32.1,29.5,21.6,0.069,0.149,0.143,0.145,1,3600,546,195,351,230.4,546,1121.4,579.4,206.9,372.5,230.4,579.4,1189.9
2024-06-17T12:00,34.5,41,19.2,37.9,0,0,0,0,1,1008.7,993.3,31,32,0,6,0.64,3.23,8.9,10.9,111,107,24.5,37.3,32.2,29.5,21.6,0.069,0.149,0.143,0.145,1,3600,762,521,241,557.5,762,1238.2,785.2,536.8,248.3,557.5,785.2,1275.9
2024-06-17T13:00,35.2,40,19.6,39.3,0,0,0,0,1,1008.4,993,26,23,1,14,0.75,3.39,10.8,13.4,116,114,28.4,39.5,32.4,29.5,21.6,0.069,0.149,0.143,0.145,1,3600,904,669,235,686.4,904,1291.4,907,671.2,235.8,686.4,907,1295.6
2024-06-17T14:00,35.1,41,19.7,38.7,0,0,0,0,1,1008.3,992.9,32,14,4,55,0.73,3.34,11.9,14.5,115,113,30.2,40.8,32.6,29.5,21.6,0.069,0.149,0.143,0.145,1,3600,857,632,225,655.7,857,1277.3,837.2,617.4,219.8,655.7,837.2,1247.8
2024-06-17T15:00,35.2,41,19.8,38.3,0,0,0,0,1,1008.1,992.7,24,4,5,59,0.66,3.36,12,14.9,97,97,29.9,41.4,32.9,29.5,21.6,0.069,0.149,0.143,0.145,1,3600,754,500,254,553.6,754,1196.8,715.4,474.4,241,553.6,715.4,1135.5
2024-06-17T16:00,34.3,42,19.6,37.5,0,0,0,0,0,1008.1,992.7,1,0,1,0,0.63,3.14,10.9,13.5,56,56,28.1,42.4,33.2,29.5,21.6,0.068,0.149,0.143,0.145,1,3600,747,613,134,769.6,747,1055.4,684.2,561.4,122.7,769.6,684.2,966.6
2024-06-17T17:00,32.9,47,20,35.6,0,0,0,0,0,1008.3,992.8,2,2,1,0,0.48,2.66,9.3,11.3,36,37,27.7,41.8,33.5,29.5,21.6,0.068,0.149,0.143,0.145,1,3600,578,457,121,701.9,578,862.8,504.1,398.6,105.5,701.9,504.1,752.5
2024-06-17T18:00,32.1,49,19.9,35,0,0,0,0,0,1008.1,992.6,2,0,1,4,0.32,2.46,6.1,7.6,28,31,24.1,40.7,33.7,29.5,21.6,0.068,0.149,0.143,0.145,1,3600,390,287,103,601.7,390,632,313.3,230.6,82.7,601.7,313.3,507.8
2024-06-17T19:00,31.1,52,20,34,0,0,0,0,0,1008.4,992.8,1,0,0,4,0.18,2.18,6.5,8.3,34,34,18,39.1,33.9,29.5,21.6,0.068,0.149,0.143,0.145,1,3600,201,127,74,444.2,201,378.9,132.1,83.5,48.7,444.2,132.1,249.1
2024-06-17T20:00,29.5,58,20.4,32.8,0,0,0,0,0,1008.8,993.1,3,3,0,0,0.06,1.73,4.9,6,17,17,16.2,37,33.9,29.5,21.6,0.068,0.149,0.143,0.145,1,1530.51,47,19,28,146,47,120.6,0,0,0,0,0,0
2024-06-17T21:00,27.8,66,20.8,31.1,0,0,0,0,0,1009.4,993.6,7,7,0,1,0.03,1.27,6.5,8.3,357,358,14,35.1,33.9,29.5,21.6,0.068,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T22:00,26.5,71,20.7,29.9,0,0,0,0,0,1009.9,994,6,2,0,14,0.02,1.02,5.8,7.6,338,341,14,33.4,33.9,29.6,21.6,0.068,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17T23:00,25.8,73,20.6,29.3,0,0,0,0,0,1009.8,993.9,0,0,0,1,0.01,0.9,4.8,6.9,318,317,12.6,32,33.8,29.6,21.6,0.068,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T00:00,25.4,75,20.6,28.9,0,0,0,0,0,1009.9,994,1,1,0,0,0,0.82,4.2,6.3,329,329,10.8,30.8,33.6,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T01:00,25,76,20.5,28.8,0,0,0,0,0,1009.6,993.7,0,0,0,0,0,0.76,2.5,3.8,315,319,8.6,29.8,33.5,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T02:00,24.6,79,20.6,28.4,0,0,0,0,0,1009.6,993.6,0,0,0,0,0,0.66,2.5,3.3,270,276,5.4,28.9,33.3,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T03:00,23.9,83,20.9,27.6,0,0,0,0,0,1009.7,993.7,0,0,0,0,0,0.5,4.3,5.8,294,300,7.2,28.2,33.1,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T04:00,23.6,88,21.5,27.4,0,0,0,0,0,1009.5,993.5,6,7,0,0,0,0.35,6.2,9.9,280,289,11.5,27.5,32.8,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T05:00,23.3,91,21.7,27.1,0,0,0,0,0,1009.5,993.5,1,1,0,0,0,0.26,5.9,10,284,291,11.5,27.1,32.5,29.6,21.6,0.069,0.149,0.143,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18T06:00,23.2,92,21.8,27.4,0,0,0,0,0,1009.6,993.6,1,1,0,0,0.01,0.23,3.8,6.9,311,309,10.8,26.8,32.3,29.6,21.6,0.069,0.149,0.143,0.145,1,0,6,1,5,13.6,6,39.2,15,2.5,12.5,28.8,6.1,98.4
2024-06-18T07:00,24.5,85,21.8,28.9,0,0,0,0,0,1009.6,993.6,0,0,0,0,0.06,0.46,2.2,3.6,9,354,9,27.2,32.1,29.6,21.6,0.069,0.149,0.143,0.145,1,3600,102,51,51,297.3,102,227.2,160.2,80.1,80.1,297.3,160.2,357
2024-06-18T08:00,26.9,72,21.5,31,0,0,0,0,0,1010,994.2,0,0,0,0,0.19,0.98,3.4,4.4,72,55,12.6,28.7,31.9,29.6,21.6,0.069,0.149,0.143,0.145,1,3600,281,193,88,526.7,281,485.5,354.2,243.3,110.9,526.7,354.2,612
2024-06-18T09:00,29.2,62,21.1,33.1,0,0,0,0,0,1009.9,994.2,0,0,0,0,0.34,1.54,3.3,4,103,90,14.8,30.9,31.8,29.6,21.7,0.069,0.149,0.143,0.145,1,3600,474,362,112,655.8,474,731.4,548.2,418.7,129.5,655.8,548.2,845.9
2024-06-18T10:00,31.5,54,20.9,36,0,0,0,0,0,1009.9,994.3,0,0,0,0,0.49,2.14,3.4,3.8,122,107,16.2,33.7,31.8,29.6,21.7,0.069,0.149,0.143,0.145,1,3600,654,525,129,733.7,654,948,719.4,577.5,141.9,733.7,719.4,1042.8
2024-06-18T11:00,33.8,46,20.6,38.8,0,0,0,0,0,1009.7,994.2,0,0,0,0,0.63,2.82,5.2,6.4,115,106,19.4,36.5,31.9,29.6,21.7,0.069,0.149,0.143,0.145,1,3600,803,664,139,784.9,803,1120.8,852.2,704.7,147.5,784.9,852.2,1189.4
2024-06-18T12:00,35.7,41,20.5,40.8,0,0,0,0,0,1009.5,994.1,0,0,0,1,0.74,3.42,7.8,9.4,103,97,23.8,39.1,32.1,29.6,21.7,0.069,0.149,0.143,0.145,1,3600,904,761,143,814.5,904,1237.9,931.6,784.2,147.4,814.5,931.6,1275.6
2024-06-18T13:00,36.6,39,20.3,41.4,0,0,0,0,0,1009.1,993.8,2,0,0,7,0.8,3.77,10.1,12.2,107,104,27.7,41.2,32.3,29.6,21.7,0.069,0.149,0.143,0.145,1,3600,948,800,148,820.8,948,1291.2,951.2,802.7,148.5,820.8,951.2,1295.6
2024-06-18T14:00,36.9,39,20.6,41.4,0,0,0,0,0,1008.6,993.3,10,0,0,33,0.8,3.8,12.1,14.6,100,99,30.6,42.6,32.6,29.6,21.7,0.068,0.149,0.143,0.145,1,3600,930,773,157,801.8,930,1277.3,908.6,755.2,153.4,801.8,908.6,1248
2024-06-18T15:00,36.9,38,20.4,40.9,0,0,0,0,0,1008.2,992.9,17,0,6,44,0.71,3.85,10.6,13.1,80,81,30.6,43.2,32.9,29.6,21.7,0.068,0.149,0.143,0.145,1,3600,813,628,185,695,813,1197.1,771.5,595.9,175.6,695,771.5,1136
