zone_key,emission_factor_type,production_mode,datetime,value,source
IN-EA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-HP,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-KA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-MH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-NE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-NO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-PB,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-SO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-UP,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-UT,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN-WE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IQ-KUR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IQ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
IS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-CB,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-CG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-HKD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-HR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-KN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-KY,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-ON,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-SK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-TH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP-TK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
JP,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KP,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
KZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LB,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
LY,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ME,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ML,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MQ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MU,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-BC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-BCS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-CE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-NE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-NO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-NW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-OC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-OR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX-PN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MX,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MY-EM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MY-WM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
MZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NKR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO-NO1,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO-NO2,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO-NO3,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO-NO4,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO-NO5,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NP,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NZ-NZA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NZ-NZC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NZ-NZST,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
NZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
OM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PF,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PH-LU,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PH-MI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PH-VI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
PY,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
QA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-1,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-2,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-AS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-EU,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-FE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU-KGD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RU,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
RW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SB,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SJ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SL,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ST,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SV,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SY,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
SZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TF,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TJ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TL,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TT,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
TZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
UA-CR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
UA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
UG,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-AK-SEAPA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-CAR-CPLW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-CAR-YAD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-CENT-SPA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-FLA-HST,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-HA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-KA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-KH,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-LA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-MA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-MO,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-NI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-HI-OA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-CHPD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-DOPD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-GCPD,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-SCL,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-TPWR,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-WAUW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-SE-SEPA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
UY,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
UZ,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VC,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VI,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VN-C,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VN-N,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VN-S,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VN,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
VU,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
WS,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
XK,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
XX,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
YE,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
YT,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ZA,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ZM,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
ZW,lifecycle,gas,9/9/2024 0:00:00,490,IPCC 2014
US-NW-NEVP,direct,gas,9/9/2024 0:00:00,399.5,eGrid 2021
US,lifecycle,gas,9/9/2024 0:00:00,526.0342962,eGrid 2020; IPCC 2014
US-CAR-CPLW,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-CAR-YAD,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-CENT-SPA,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-FLA-HST,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-CHPD,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-DOPD,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-GCPD,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-SCL,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-TPWR,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-WAUW,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-SE-SEPA,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US,direct,gas,9/9/2024 0:00:00,406.0342962,eGrid 2020
US-NW-NWMT,lifecycle,gas,9/9/2024 0:00:00,723.28,eGrid 2021; IPCC 2014
US-NW-NWMT,direct,gas,9/9/2024 0:00:00,603.28,eGrid 2021
US-CAR-DUK,direct,gas,9/9/2024 0:00:00,399.14,eGrid 2021
US-CAR-SCEG,lifecycle,gas,9/9/2024 0:00:00,582.31,eGrid 2021; IPCC 2014
US-NY-NYIS,lifecycle,gas,9/9/2024 0:00:00,532.81,eGrid 2021; IPCC 2014
US-FLA-FPC,lifecycle,gas,9/9/2024 0:00:00,543.81,eGrid 2021; IPCC 2014
NL,lifecycle,gas,9/9/2024 0:00:00,521.09,"EU-ETS, ENTSO-E 2022; IPCC 2014"
AT,lifecycle,gas,9/9/2024 0:00:00,527.84,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-FLA-GVL,lifecycle,gas,9/9/2024 0:00:00,594.34,eGrid 2021; IPCC 2014
GR,direct,gas,9/9/2024 0:00:00,385.67,"EU-ETS, ENTSO-E 2022"
US-CAL-IID,direct,gas,9/9/2024 0:00:00,484.42,eGrid 2021
LT,lifecycle,gas,9/9/2024 0:00:00,484.92,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-SW-WALC,direct,gas,9/9/2024 0:00:00,405.17,eGrid 2021
GR,lifecycle,gas,9/9/2024 0:00:00,505.67,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-AK,direct,gas,9/9/2024 0:00:00,442.92,eGrid 2021
LT,direct,gas,9/9/2024 0:00:00,364.92,"EU-ETS, ENTSO-E 2022"
IT-CNO,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-CSO,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-NO,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SAR,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SIC,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SO,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT,lifecycle,gas,9/9/2024 0:00:00,548.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-CAR-CPLE,lifecycle,gas,9/9/2024 0:00:00,521.12,eGrid 2021; IPCC 2014
US-CAL-CISO,direct,gas,9/9/2024 0:00:00,388.81,eGrid 2021
US-FLA-FPC,direct,gas,9/9/2024 0:00:00,423.81,eGrid 2021
US-NY-NYIS,direct,gas,9/9/2024 0:00:00,412.81,eGrid 2021
US-CAL-CISO,lifecycle,gas,9/9/2024 0:00:00,508.81,eGrid 2021; IPCC 2014
US-CAR-SCEG,direct,gas,9/9/2024 0:00:00,462.31,eGrid 2021
US-NW-PACE,direct,gas,9/9/2024 0:00:00,404.2,eGrid 2021
US-FLA-FMPP,lifecycle,gas,9/9/2024 0:00:00,559.9,eGrid 2021; IPCC 2014
US-FLA-TEC,lifecycle,gas,9/9/2024 0:00:00,480.34,eGrid 2021; IPCC 2014
NL,direct,gas,9/9/2024 0:00:00,401.09,"EU-ETS, ENTSO-E 2022"
AT,direct,gas,9/9/2024 0:00:00,407.84,"EU-ETS, ENTSO-E 2022"
US-FLA-TEC,direct,gas,9/9/2024 0:00:00,360.34,eGrid 2021
US-FLA-GVL,direct,gas,9/9/2024 0:00:00,474.34,eGrid 2021
US-CENT-SWPP,lifecycle,gas,9/9/2024 0:00:00,579.68,eGrid 2021; IPCC 2014
US-NW-AVA,lifecycle,gas,9/9/2024 0:00:00,521.43,eGrid 2021; IPCC 2014
US-MIDW-MISO,lifecycle,gas,9/9/2024 0:00:00,529.43,eGrid 2021; IPCC 2014
US-NW-IPCO,lifecycle,gas,9/9/2024 0:00:00,561.21,eGrid 2021; IPCC 2014
US-SW-PNM,lifecycle,gas,9/9/2024 0:00:00,535.96,eGrid 2021; IPCC 2014
FO,lifecycle,gas,9/9/2024 0:00:00,569.46,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-CAR-CPLE,direct,gas,9/9/2024 0:00:00,401.12,eGrid 2021
SE-SE1,lifecycle,gas,9/9/2024 0:00:00,466.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE2,lifecycle,gas,9/9/2024 0:00:00,466.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE3,lifecycle,gas,9/9/2024 0:00:00,466.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE4,lifecycle,gas,9/9/2024 0:00:00,466.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE,lifecycle,gas,9/9/2024 0:00:00,466.62,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-MIDW-AECI,lifecycle,gas,9/9/2024 0:00:00,528.74,eGrid 2021; IPCC 2014
SE-SE1,direct,gas,9/9/2024 0:00:00,346.62,"EU-ETS, ENTSO-E 2022"
SE-SE2,direct,gas,9/9/2024 0:00:00,346.62,"EU-ETS, ENTSO-E 2022"
SE-SE3,direct,gas,9/9/2024 0:00:00,346.62,"EU-ETS, ENTSO-E 2022"
SE-SE4,direct,gas,9/9/2024 0:00:00,346.62,"EU-ETS, ENTSO-E 2022"
SE,direct,gas,9/9/2024 0:00:00,346.62,"EU-ETS, ENTSO-E 2022"
IT-CNO,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT-CSO,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT-NO,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT-SAR,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT-SIC,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT-SO,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
IT,direct,gas,9/9/2024 0:00:00,428.62,"EU-ETS, ENTSO-E 2022"
US-TEX-ERCO,lifecycle,gas,9/9/2024 0:00:00,512.27,eGrid 2021; IPCC 2014
HU,direct,gas,9/9/2024 0:00:00,459.76,"EU-ETS, ENTSO-E 2022"
US-NW-PGE,lifecycle,gas,9/9/2024 0:00:00,573.77,eGrid 2021; IPCC 2014
US-FLA-SEC,direct,gas,9/9/2024 0:00:00,387.4,eGrid 2021
US-NW-PSEI,direct,gas,9/9/2024 0:00:00,388.9,eGrid 2021
US-FLA-FMPP,direct,gas,9/9/2024 0:00:00,439.9,eGrid 2021
US-CAR-SC,lifecycle,gas,9/9/2024 0:00:00,565.8,eGrid 2021; IPCC 2014
US-FLA-SEC,lifecycle,gas,9/9/2024 0:00:00,507.4,eGrid 2021; IPCC 2014
US-NW-PSEI,lifecycle,gas,9/9/2024 0:00:00,508.9,eGrid 2021; IPCC 2014
DE,lifecycle,gas,9/9/2024 0:00:00,571.55,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-NW-GRID,direct,gas,9/9/2024 0:00:00,394.79,eGrid 2021
ES-CN-FVLZ,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-GC,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-HI,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-IG,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-LP,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-TE,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-FO,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-IZ,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-MA,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-ME,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES,lifecycle,gas,9/9/2024 0:00:00,546.61,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-NW-AVA,direct,gas,9/9/2024 0:00:00,401.43,eGrid 2021
US-MIDW-MISO,direct,gas,9/9/2024 0:00:00,409.43,eGrid 2021
US-CENT-SWPP,direct,gas,9/9/2024 0:00:00,459.68,eGrid 2021
US-CAR-DUK,lifecycle,gas,9/9/2024 0:00:00,519.14,eGrid 2021; IPCC 2014
FO,direct,gas,9/9/2024 0:00:00,449.46,"EU-ETS, ENTSO-E 2022"
US-FLA-JEA,lifecycle,gas,9/9/2024 0:00:00,644.92,eGrid 2021; IPCC 2014
US-FLA-JEA,direct,gas,9/9/2024 0:00:00,524.92,eGrid 2021
US-NW-IPCO,direct,gas,9/9/2024 0:00:00,441.21,eGrid 2021
US-SW-PNM,direct,gas,9/9/2024 0:00:00,415.96,eGrid 2021
US-SW-WALC,lifecycle,gas,9/9/2024 0:00:00,525.17,eGrid 2021; IPCC 2014
US-AK,lifecycle,gas,9/9/2024 0:00:00,562.92,eGrid 2021; IPCC 2014
US-CAL-IID,lifecycle,gas,9/9/2024 0:00:00,604.42,eGrid 2021; IPCC 2014
US-CAL-TIDC,direct,gas,9/9/2024 0:00:00,480.85,eGrid 2021
US-MIDW-LGEE,direct,gas,9/9/2024 0:00:00,388.35,eGrid 2021
US-NW-PACE,lifecycle,gas,9/9/2024 0:00:00,524.2,eGrid 2021; IPCC 2014
US-MIDW-LGEE,lifecycle,gas,9/9/2024 0:00:00,508.35,eGrid 2021; IPCC 2014
US-TEN-TVA,direct,gas,9/9/2024 0:00:00,397.1,eGrid 2021
PR,direct,gas,9/9/2024 0:00:00,480.1222048,eGrid 2020
PT-AC,direct,gas,9/9/2024 0:00:00,371.49,"EU-ETS, ENTSO-E 2022"
PT-MA,direct,gas,9/9/2024 0:00:00,371.49,"EU-ETS, ENTSO-E 2022"
PT,direct,gas,9/9/2024 0:00:00,371.49,"EU-ETS, ENTSO-E 2022"
FI,direct,gas,9/9/2024 0:00:00,295.99,"EU-ETS, ENTSO-E 2022"
RO,lifecycle,gas,9/9/2024 0:00:00,688.48,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-MIDW-AECI,direct,gas,9/9/2024 0:00:00,408.74,eGrid 2021
PT-AC,lifecycle,gas,9/9/2024 0:00:00,491.49,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PT-MA,lifecycle,gas,9/9/2024 0:00:00,491.49,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PT,lifecycle,gas,9/9/2024 0:00:00,491.49,"EU-ETS, ENTSO-E 2022; IPCC 2014"
RO,direct,gas,9/9/2024 0:00:00,568.48,"EU-ETS, ENTSO-E 2022"
FI,lifecycle,gas,9/9/2024 0:00:00,415.99,"EU-ETS, ENTSO-E 2022; IPCC 2014"
HU,lifecycle,gas,9/9/2024 0:00:00,579.76,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PL,direct,gas,9/9/2024 0:00:00,435.63,"EU-ETS, ENTSO-E 2022"
US-NW-PACW,direct,gas,9/9/2024 0:00:00,404.13,eGrid 2021
AX,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
BG,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
CY,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
CZ,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
EE,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
FO-MI,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
FO-SI,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
HR,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
IE,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
LU,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
LV,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
MT,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
SI,direct,gas,9/9/2024 0:00:00,412.38,"EU-ETS, ENTSO-E 2022"
US-CAL-BANC,direct,gas,9/9/2024 0:00:00,397.38,eGrid 2021
US-NW-GRID,lifecycle,gas,9/9/2024 0:00:00,514.79,eGrid 2021; IPCC 2014
BE,direct,gas,9/9/2024 0:00:00,388.02,"EU-ETS, ENTSO-E 2022"
US-FLA-TAL,lifecycle,gas,9/9/2024 0:00:00,484.27,eGrid 2021; IPCC 2014
US-NW-PGE,direct,gas,9/9/2024 0:00:00,453.77,eGrid 2021
US-TEX-ERCO,direct,gas,9/9/2024 0:00:00,392.27,eGrid 2021
