air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,period_end,period
22,0.12,-5,0,0,0,0,0,16,0,0,0,0,25.1,0,68.8,980.6,0,0,0,0,279,281,5,2.6,122,2023-06-07T00:05:00+02:00,PT5M
22,0.12,-6,0,0,0,0,0,16,0,0,0,0,25,0,68.9,980.5,0,0,0,0,280,281,5,2.7,122,2023-06-07T00:10:00+02:00,PT5M
22,0.12,-8,0,0,0,0,0,16,0,0,0,0,24.9,0,69,980.5,0,0,0,0,280,281,5,2.7,122,2023-06-07T00:15:00+02:00,PT5M
22,0.12,-9,0,0,0,0,0,16,0,0,0,0,24.8,0,69.1,980.5,0,0,0,0,280,282,5,2.7,122,2023-06-07T00:20:00+02:00,PT5M
22,0.12,-10,0,0,0,0,0,16,0,0,0,0,24.7,0,69.2,980.4,0,0,0,0,280,282,5.1,2.7,122,2023-06-07T00:25:00+02:00,PT5M
22,0.12,-12,0,0,0,0,0,16,0,0,0,0,24.6,0,69.3,980.4,0,0,0,0,280,282,5.1,2.7,121,2023-06-07T00:30:00+02:00,PT5M
22,0.12,-13,0,0,0,0,0,15.9,0,0,0,0,24.5,0,69.4,980.4,0,0,0,0,280,282,5.1,2.7,121,2023-06-07T00:35:00+02:00,PT5M
22,0.12,-14,0,0,0,0,0,15.9,0,0,0,0,24.5,0,69.6,980.3,0,0,0,0,280,282,5.1,2.7,121,2023-06-07T00:40:00+02:00,PT5M
22,0.12,-16,0,0,0,0,0,15.9,0,0,0,0,24.4,0,69.7,980.3,0,0,0,0,281,282,5.1,2.7,121,2023-06-07T00:45:00+02:00,PT5M
22,0.12,-17,0,0,0,0,0,15.9,0,0,0,0,24.3,0,69.8,980.3,0,0,0,0,281,283,5.1,2.7,120,2023-06-07T00:50:00+02:00,PT5M
22,0.12,-18,0,0,0,0,0,15.9,0,0,0,0,24.2,0,69.9,980.2,0,0,0,0,281,283,5.2,2.7,120,2023-06-07T00:55:00+02:00,PT5M
22,0.12,-19,0,0,0,0,0,15.9,0,0,0,0,24.1,0,70,980.2,0,0,0,0,281,283,5.2,2.7,120,2023-06-07T01:00:00+02:00,PT5M
22,0.12,-21,0,0,0,0,0,15.9,0,0,0,0,24,0,70,980.2,0,0,0,0,281,283,5.2,2.7,119,2023-06-07T01:05:00+02:00,PT5M
22,0.12,-22,0,0,0,0,0,15.9,0,0,0,0,23.9,0,70.1,980.2,0,0,0,0,281,283,5.2,2.7,119,2023-06-07T01:10:00+02:00,PT5M
22,0.12,-23,0,0,0,0,0,15.8,0,0,0,0,23.9,0,70.1,980.2,0,0,0,0,281,283,5.2,2.6,119,2023-06-07T01:15:00+02:00,PT5M
22,0.12,-24,0,0,0,0,0,15.8,0,0,0,0,23.8,0,70.1,980.2,0,0,0,0,281,283,5.2,2.6,118,2023-06-07T01:20:00+02:00,PT5M
22,0.12,-26,0,0,0,0,0,15.8,0,0,0,0,23.8,0,70.2,980.2,0,0,0,0,281,282,5.2,2.6,118,2023-06-07T01:25:00+02:00,PT5M
21,0.12,-27,0,0,0,0,0,15.8,0,0,0,0,23.7,0,70.2,980.2,0,0,0,0,281,282,5.2,2.6,117,2023-06-07T01:30:00+02:00,PT5M
21,0.12,-28,0,0,0,0,0,15.7,0,0,0,0,23.6,0,70.2,980.1,0,0,0,0,281,282,5.1,2.6,117,2023-06-07T01:35:00+02:00,PT5M
21,0.12,-29,0,0,0,0,0,15.7,0,0,0,0,23.6,0,70.3,980.1,0,0,0,0,281,282,5.1,2.6,116,2023-06-07T01:40:00+02:00,PT5M
21,0.12,-30,0,0,0,0,0,15.7,0,0,0,0,23.5,0,70.3,980.1,0,0,0,0,281,282,5.1,2.6,116,2023-06-07T01:45:00+02:00,PT5M
21,0.12,-31,0,0,0,0,0,15.7,0,0,0,0,23.4,0,70.3,980.1,0,0,0,0,281,282,5.1,2.6,115,2023-06-07T01:50:00+02:00,PT5M
21,0.12,-33,0,0,0,0,0,15.6,0,0,0,0,23.4,0,70.4,980.1,0,0,0,0,281,282,5.1,2.6,115,2023-06-07T01:55:00+02:00,PT5M
21,0.12,-34,0,0,0,0,0,15.6,0,0,0,0,23.3,0,70.4,980.1,0,0,0,0,281,281,5.1,2.6,114,2023-06-07T02:00:00+02:00,PT5M
21,0.12,-35,0,0,0,0,0,15.6,0,0,0,0,23.2,0,70.4,980.1,0,0,0,0,281,281,5.1,2.5,114,2023-06-07T02:05:00+02:00,PT5M
21,0.12,-36,0,0,0,0,0,15.6,0,0,0,0,23.2,0,70.4,980.1,0,0,0,0,281,281,5.1,2.5,113,2023-06-07T02:10:00+02:00,PT5M
21,0.12,-37,0,0,0,0,0,15.6,0,0,0,0,23.2,0,70.4,980.1,0,0,0,0,281,281,5,2.5,112,2023-06-07T02:15:00+02:00,PT5M
21,0.12,-38,0,0,0,0,0,15.5,0,0,0,0,23.1,0,70.4,980.1,0,0,0,0,281,280,5,2.5,112,2023-06-07T02:20:00+02:00,PT5M
21,0.12,-39,0,0,0,0,0,15.5,0,0,0,0,23.1,0,70.4,980.1,0,0,0,0,281,280,5,2.4,111,2023-06-07T02:25:00+02:00,PT5M
21,0.12,-40,0,0,0,0,0,15.5,0,0,0,0,23,0,70.4,980.1,0,0,0,0,281,280,5,2.4,111,2023-06-07T02:30:00+02:00,PT5M
21,0.12,-41,0,0,0,0,0,15.5,0,0,0,0,23,0,70.4,980,0,0,0,0,281,280,4.9,2.4,110,2023-06-07T02:35:00+02:00,PT5M
21,0.12,-42,0,0,0,0,0,15.5,0,0,0,0,23,0,70.4,980,0,0,0,0,281,279,4.9,2.3,109,2023-06-07T02:40:00+02:00,PT5M
21,0.12,-43,0,0,0,0,0,15.5,0,0,0,0,22.9,0,70.4,980,0,0,0,0,281,279,4.9,2.3,109,2023-06-07T02:45:00+02:00,PT5M
21,0.12,-44,0,0,0,0,0,15.4,0,0,0,0,22.9,0,70.4,980,0,0,0,0,281,279,4.9,2.3,108,2023-06-07T02:50:00+02:00,PT5M
21,0.12,-45,0,0,0,0,0,15.4,0,0,0,0,22.8,0,70.4,980,0,0,0,0,281,278,4.8,2.3,107,2023-06-07T02:55:00+02:00,PT5M
21,0.12,-46,0,0,0,0,0,15.4,0,0,0,0,22.8,0,70.4,980,0,0,0,0,281,278,4.8,2.2,106,2023-06-07T03:00:00+02:00,PT5M
21,0.12,-47,0,0,0,0,0,15.4,0,0,0,0,22.8,0,70.3,980,0,0,0,0,281,278,4.8,2.2,106,2023-06-07T03:05:00+02:00,PT5M
21,0.12,-48,0,0,0,0,0,15.3,0,0,0,0,22.7,0,70.1,980,0,0,0,0,281,277,4.8,2.2,105,2023-06-07T03:10:00+02:00,PT5M
21,0.12,-49,0,0,0,0,0,15.3,0,0,0,0,22.7,0,70,980,0,0,0,0,281,277,4.8,2.2,104,2023-06-07T03:15:00+02:00,PT5M
21,0.12,-49,0,0,0,0,0,15.3,0,0,0,0,22.7,0,69.8,980,0,0,0,0,281,276,4.8,2.2,103,2023-06-07T03:20:00+02:00,PT5M
21,0.12,-50,0,0,0,0,0,15.2,0,0,0,0,22.7,0,69.7,980,0,0,0,0,280,276,4.7,2.2,103,2023-06-07T03:25:00+02:00,PT5M
21,0.12,-51,0,0,0,0,0,15.2,0,0,0,0,22.6,0,69.5,980,0,0,0,0,280,276,4.7,2.2,102,2023-06-07T03:30:00+02:00,PT5M
21,0.12,-52,0,0,0,0,0,15.1,0,0,0,0,22.6,0,69.4,980,0,0,0,0,280,275,4.7,2.2,101,2023-06-07T03:35:00+02:00,PT5M
21,0.12,-53,0,0,0,0,0,15.1,0,0,0,0,22.6,0,69.2,980,0,0,0,0,280,275,4.7,2.1,100,2023-06-07T03:40:00+02:00,PT5M
21,0.12,-54,0,0,0,0,0,15,0,0,0,0,22.6,0,69.1,980,0,0,0,0,280,274,4.7,2.1,99,2023-06-07T03:45:00+02:00,PT5M
21,0.12,-54,0,0,0,0,0,15,0,0,0,0,22.5,0,68.9,980,0,0,0,0,280,274,4.7,2.1,99,2023-06-07T03:50:00+02:00,PT5M
21,0.12,-55,0,0,0,0,0,15,0,0,0,0,22.5,0,68.8,980,0,0,0,0,280,273,4.7,2.1,98,2023-06-07T03:55:00+02:00,PT5M
21,0.12,-56,0,0,0,0,9.5,14.9,0,0,0,0,22.5,0,68.6,980,0,0,0,0,280,273,4.7,2.1,97,2023-06-07T04:00:00+02:00,PT5M
21,0.12,-57,0,0,0,0,10.9,14.9,0,0,0,0,22.5,0,68.3,980,0,0,0,0,280,273,4.7,2.1,96,2023-06-07T04:05:00+02:00,PT5M
21,0.12,-58,0,0,0,0,12.2,14.8,0,0,0,0,22.4,0,67.8,980,0,0,0,0,280,272,4.7,2.1,95,2023-06-07T04:10:00+02:00,PT5M
21,0.12,-58,0,0,0,0,0,14.8,0,0,0,0,22.4,0,67.3,980,0,0,0,0,280,272,4.7,2.1,94,2023-06-07T04:15:00+02:00,PT5M
21,0.12,-59,0,0,0,0,0,14.7,0,0,0,0,22.4,0,66.8,980,0,0,0,0,279,272,4.7,2.2,93,2023-06-07T04:20:00+02:00,PT5M
21,0.12,-60,0,0,0,0,0,14.7,0,0,0,0,22.4,0,66.3,980,0,0,0,0,279,272,4.7,2.2,93,2023-06-07T04:25:00+02:00,PT5M
21,0.12,-61,0,0,0,0,0,14.6,0,0,0,0,22.3,0,65.9,980,0,0,0,0,279,271,4.7,2.2,92,2023-06-07T04:30:00+02:00,PT5M
21,0.12,-61,0,0,0,0,0,14.6,0,0,0,0,22.3,0,65.4,980,0,0,0,0,279,271,4.7,2.2,91,2023-06-07T04:35:00+02:00,PT5M
21,0.12,-62,1,0,1,1,9.5,14.5,1,0,1,1,22.3,0,64.9,980,0,0,0,0,279,271,4.7,2.2,90,2023-06-07T04:40:00+02:00,PT5M
22,0.12,-63,6,2,6,6,0,14.5,6,2,6,6,22.3,0,64.4,980,0,0,0,0,279,271,4.7,2.2,89,2023-06-07T04:45:00+02:00,PT5M
22,0.12,-64,12,12,13,12,0,14.4,12,12,13,12,22.3,0,64,980,0,0,0,0,279,271,4.7,2.3,88,2023-06-07T04:50:00+02:00,PT5M
22,0.12,-64,18,35,21,17,0,14.4,18,35,21,17,22.2,0,63.5,980,0,0,0,0,279,270,4.7,2.3,87,2023-06-07T04:55:00+02:00,PT5M
22,0.12,-65,24,71,30,22,0,14.3,24,71,30,22,22.2,0,63,980,0,0,0,0,279,270,4.7,2.3,86,2023-06-07T05:00:00+02:00,PT5M
22,0.12,-66,30,122,40,26,0,14.3,30,122,40,26,22.2,0,62.4,980,0,0,0,0,278,270,4.8,2.3,85,2023-06-07T05:05:00+02:00,PT5M
22,0.12,-66,35,163,51,30,0,14.2,35,163,51,30,22.2,0,61.7,980,0,0,0,0,278,270,4.8,2.3,84,2023-06-07T05:10:00+02:00,PT5M
22,0.12,-67,40,198,63,33,0,14.1,40,198,63,33,22.1,0,61,980.1,0,0,0,0,278,271,4.7,2.3,83,2023-06-07T05:15:00+02:00,PT5M
22,0.12,-68,45,231,76,37,0,14,45,231,76,37,22.1,0,60.3,980.1,0,0,0,0,278,271,4.7,2.4,82,2023-06-07T05:20:00+02:00,PT5M
22,0.12,-68,50,263,89,39,0,14,50,263,89,39,22.1,0,59.6,980.1,0,0,0,0,278,271,4.7,2.4,82,2023-06-07T05:25:00+02:00,PT5M
22,0.12,-69,54,293,103,46,0,13.9,54,293,103,46,22.1,0,59,980.1,0,0,0,0,278,271,4.7,2.4,81,2023-06-07T05:30:00+02:00,PT5M
22,0.12,-70,59,323,117,57,0,13.8,59,323,117,57,22.1,0,58.3,980.2,0,0,0,0,278,271,4.7,2.4,80,2023-06-07T05:35:00+02:00,PT5M
23,0.12,-70,63,351,132,68,0,13.7,63,351,132,68,22.1,0,57.6,980.2,0,0,0,0,278,271,4.7,2.4,79,2023-06-07T05:40:00+02:00,PT5M
23,0.12,-71,67,377,147,81,0,13.7,67,377,147,81,22.1,0,57,980.2,0,0,0,0,278,272,4.7,2.4,78,2023-06-07T05:45:00+02:00,PT5M
23,0.12,-72,71,402,163,94,0,13.6,71,402,163,94,22,0,56.3,980.2,0,0,0,0,278,272,4.7,2.5,77,2023-06-07T05:50:00+02:00,PT5M
23,0.12,-72,74,425,179,108,0,13.5,74,425,179,108,22,0,55.7,980.3,0,0,0,0,277,272,4.7,2.5,76,2023-06-07T05:55:00+02:00,PT5M
23,0.12,-73,78,448,195,123,0,13.4,78,448,195,123,22,0,55,980.3,0,0,0,0,277,272,4.7,2.5,75,2023-06-07T06:00:00+02:00,PT5M
23,0.12,-73,81,469,212,138,0,13.3,81,469,212,138,22,0,54.1,980.3,0,0,0,0,278,273,4.7,2.5,74,2023-06-07T06:05:00+02:00,PT5M
23,0.12,-74,84,488,229,154,0,13.2,84,488,229,154,22,0,52.9,980.3,0,0,0,0,278,274,4.6,2.5,73,2023-06-07T06:10:00+02:00,PT5M
24,0.12,-75,87,507,245,170,0,13.1,87,507,245,170,22,0,51.6,980.3,0,0,0,0,279,275,4.5,2.5,72,2023-06-07T06:15:00+02:00,PT5M
24,0.12,-75,90,525,262,187,0,13,90,525,262,187,22,0,50.5,980.3,0,0,0,0,279,276,4.4,2.5,71,2023-06-07T06:20:00+02:00,PT5M
24,0.12,-76,93,541,279,204,0,12.8,93,541,279,204,22,0,49.3,980.3,0,0,0,0,280,277,4.3,2.5,70,2023-06-07T06:25:00+02:00,PT5M
24,0.12,-77,95,557,297,221,0,12.7,95,557,297,221,22,0,48.2,980.3,0,0,0,0,280,278,4.2,2.5,69,2023-06-07T06:30:00+02:00,PT5M
25,0.12,-77,98,572,314,239,0,12.6,98,572,314,239,22,0,47.1,980.4,0,0,0,0,281,279,4.1,2.5,68,2023-06-07T06:35:00+02:00,PT5M
25,0.12,-78,100,587,331,257,0,12.5,100,587,331,257,22,0,46,980.4,0,0,0,0,281,280,4,2.5,67,2023-06-07T06:40:00+02:00,PT5M
25,0.12,-79,103,600,348,275,0,12.3,103,600,348,275,22,0,44.9,980.4,0,0,0,0,282,281,3.9,2.5,66,2023-06-07T06:45:00+02:00,PT5M
25,0.12,-79,105,613,366,293,0,12.2,105,613,366,293,22,0,43.9,980.4,0,0,0,0,283,282,3.8,2.5,65,2023-06-07T06:50:00+02:00,PT5M
26,0.12,-80,107,625,383,312,0,12.1,107,625,383,312,22,0,42.9,980.4,0,0,0,0,284,283,3.7,2.5,64,2023-06-07T06:55:00+02:00,PT5M
26,0.12,-80,109,637,400,330,0,12,109,637,400,330,22,0,41.9,980.4,0,0,0,0,284,284,3.6,2.5,63,2023-06-07T07:00:00+02:00,PT5M
26,0.12,-81,111,648,417,349,0,11.9,111,648,417,349,22,0,41.5,980.4,0,0,0,0,286,285,3.5,2.5,62,2023-06-07T07:05:00+02:00,PT5M
26,0.12,-82,113,659,435,368,0,12,113,659,435,368,22,0,41.5,980.4,0,0,0,0,287,286,3.4,2.4,61,2023-06-07T07:10:00+02:00,PT5M
26,0.12,-82,115,669,452,386,0,12.1,115,669,452,386,22.1,0,41.5,980.4,0,0,0,0,288,288,3.4,2.4,60,2023-06-07T07:15:00+02:00,PT5M
26,0.12,-83,117,678,468,405,0,12.2,117,678,468,405,22.1,0,41.5,980.5,0,0,0,0,290,290,3.3,2.4,59,2023-06-07T07:20:00+02:00,PT5M
26,0.12,-84,119,688,485,423,0,12.2,119,688,485,423,22.1,0,41.5,980.5,0,0,0,0,291,292,3.3,2.3,58,2023-06-07T07:25:00+02:00,PT5M
26,0.12,-84,120,696,502,442,0,12.3,120,696,502,442,22.1,0,41.6,980.5,0,0,0,0,293,293,3.2,2.3,57,2023-06-07T07:30:00+02:00,PT5M
27,0.12,-85,122,705,519,460,0,12.4,122,705,519,460,22.2,0,41.6,980.5,0,0,0,0,295,295,3.2,2.3,56,2023-06-07T07:35:00+02:00,PT5M
27,0.12,-86,123,713,535,479,0,12.5,123,713,535,479,22.2,0,41.6,980.5,0,0,0,0,296,297,3.2,2.3,55,2023-06-07T07:40:00+02:00,PT5M
27,0.12,-86,125,720,551,497,0,12.5,125,720,551,497,22.2,0,41.6,980.5,0,0,0,0,298,299,3.1,2.3,54,2023-06-07T07:45:00+02:00,PT5M
27,0.12,-87,126,728,568,515,0,12.6,126,728,568,515,22.2,0,41.7,980.6,0,0,0,0,300,301,3.1,2.2,53,2023-06-07T07:50:00+02:00,PT5M
27,0.12,-88,128,735,583,533,0,12.7,128,735,583,533,22.3,0,41.7,980.6,0,0,0,0,301,303,3.1,2.2,52,2023-06-07T07:55:00+02:00,PT5M
27,0.12,-88,129,741,599,551,0,12.8,129,741,599,551,22.3,0,41.7,980.6,0,0,0,0,303,305,3,2.2,51,2023-06-07T08:00:00+02:00,PT5M
27,0.12,-89,130,748,615,569,0,12.8,130,748,615,569,22.3,0,41.6,980.6,0,0,0,0,305,307,3,2.2,50,2023-06-07T08:05:00+02:00,PT5M
27,0.12,-90,132,754,630,586,0,12.8,132,754,630,586,22.3,0,41.3,980.6,0,0,0,0,307,309,2.9,2.2,49,2023-06-07T08:10:00+02:00,PT5M
27,0.12,-90,133,760,645,603,0,12.8,133,760,645,603,22.3,0,41,980.6,0,0,0,0,309,311,2.9,2.1,48,2023-06-07T08:15:00+02:00,PT5M
27,0.12,-91,134,765,660,620,0,12.8,134,765,660,620,22.3,0,40.7,980.6,0,0,0,0,311,314,2.8,2.1,47,2023-06-07T08:20:00+02:00,PT5M
28,0.12,-92,135,771,675,637,0,12.8,135,771,675,637,22.3,0,40.4,980.6,0,0,0,0,314,316,2.7,2.1,46,2023-06-07T08:25:00+02:00,PT5M
28,0.12,-93,136,776,690,654,0,12.8,136,776,690,654,22.3,0,40.2,980.6,0,0,0,0,316,319,2.7,2,45,2023-06-07T08:30:00+02:00,PT5M
28,0.12,-93,137,781,704,670,0,12.9,137,781,704,670,22.3,0,39.9,980.5,0,0,0,0,319,321,2.6,2,43,2023-06-07T08:35:00+02:00,PT5M
28,0.12,-94,139,785,718,686,0,12.9,139,785,718,686,22.3,0,39.6,980.5,0,0,0,0,321,324,2.6,2,42,2023-06-07T08:40:00+02:00,PT5M
28,0.12,-95,140,789,731,702,0,12.9,140,789,731,702,22.4,0,39.4,980.5,0,0,0,0,324,327,2.5,2,41,2023-06-07T08:45:00+02:00,PT5M
28,0.12,-96,141,793,745,717,0,12.9,141,793,745,717,22.4,0,39.1,980.5,0,0,0,0,326,329,2.5,2,40,2023-06-07T08:50:00+02:00,PT5M
28,0.12,-97,143,796,758,732,0,12.9,143,796,758,732,22.4,0,38.8,980.5,0,0,0,0,329,332,2.5,2,39,2023-06-07T08:55:00+02:00,PT5M
28,0.12,-98,144,800,771,747,0,12.9,144,800,771,747,22.4,0,38.6,980.5,0,0,0,0,332,335,2.5,2,38,2023-06-07T09:00:00+02:00,PT5M
29,0.12,-98,145,803,783,761,0,12.9,145,803,783,761,22.4,0,38.4,980.5,0,0,0,0,334,337,2.4,1.9,37,2023-06-07T09:05:00+02:00,PT5M
29,0.12,-99,146,806,795,775,0,12.9,146,806,795,775,22.4,0,38.2,980.5,0,0,0,0,336,338,2.4,1.9,36,2023-06-07T09:10:00+02:00,PT5M
29,0.12,-100,147,809,807,789,0,12.9,147,809,807,789,22.4,0,38,980.5,0,0,0,0,338,340,2.3,1.8,35,2023-06-07T09:15:00+02:00,PT5M
29,0.12,-101,148,812,819,803,0,13,148,812,819,803,22.4,0,37.8,980.5,0,0,0,0,340,342,2.3,1.8,34,2023-06-07T09:20:00+02:00,PT5M
29,0.12,-102,149,815,830,816,0,13,149,815,830,816,22.4,0,37.6,980.5,0,0,0,0,342,343,2.2,1.8,33,2023-06-07T09:25:00+02:00,PT5M
29,0.12,-103,151,818,841,828,0,13,151,818,841,828,22.4,0,37.4,980.5,0,0,0,0,344,345,2.1,1.7,32,2023-06-07T09:30:00+02:00,PT5M
29,0.12,-105,151,820,852,841,0,13,151,820,852,841,22.4,0,37.2,980.4,0,0,0,0,346,347,2.1,1.7,31,2023-06-07T09:35:00+02:00,PT5M
29,0.12,-106,152,823,862,853,0,13,152,823,862,853,22.4,0,37,980.4,0,0,0,0,348,349,2.1,1.6,30,2023-06-07T09:40:00+02:00,PT5M
29,0.12,-107,153,826,872,864,0,13,153,826,872,864,22.4,0,36.8,980.4,0,0,0,0,351,352,2,1.6,29,2023-06-07T09:45:00+02:00,PT5M
29,0.12,-108,153,828,882,875,0,13.1,153,828,882,875,22.4,0,36.6,980.4,0,0,0,0,353,354,2,1.6,28,2023-06-07T09:50:00+02:00,PT5M
30,0.12,-110,154,831,891,886,0,13.1,154,831,891,886,22.4,0,36.4,980.4,0,0,0,0,356,356,1.9,1.5,27,2023-06-07T09:55:00+02:00,PT5M
30,0.12,-111,154,833,900,897,0,13.1,154,833,900,897,22.4,0,36.2,980.4,0,0,0,0,359,359,1.9,1.5,27,2023-06-07T10:00:00+02:00,PT5M
30,0.12,-112,155,835,908,907,0,13.1,155,835,908,907,22.4,0,36.1,980.4,0,0,0,0,1,1,1.9,1.5,26,2023-06-07T10:05:00+02:00,PT5M
30,0.12,-114,155,838,917,916,0,13.2,155,838,917,916,22.4,0,36.2,980.4,0,0,0,0,2,2,1.8,1.5,25,2023-06-07T10:10:00+02:00,PT5M
30,0.12,-116,156,839,924,925,0,13.2,156,839,924,925,22.4,0,36.2,980.4,0,0,0,0,3,3,1.8,1.4,24,2023-06-07T10:15:00+02:00,PT5M
30,0.12,-118,156,841,932,934,0,13.3,156,841,932,934,22.4,0,36.2,980.4,0,0,0,0,5,5,1.8,1.4,23,2023-06-07T10:20:00+02:00,PT5M
30,0.12,-119,156,843,939,942,0,13.3,156,843,939,942,22.5,0,36.2,980.4,0,0,0,0,6,6,1.7,1.4,22,2023-06-07T10:25:00+02:00,PT5M
30,0.12,-121,157,845,945,950,0,13.4,157,845,945,950,22.5,0,36.2,980.4,0,0,0,0,8,8,1.7,1.3,21,2023-06-07T10:30:00+02:00,PT5M
30,0.12,-124,156,848,952,957,0,13.4,156,848,952,957,22.5,0,36.2,980.5,0,0,0,0,9,10,1.7,1.3,20,2023-06-07T10:35:00+02:00,PT5M
30,0.12,-126,154,852,958,965,0,13.5,154,852,958,965,22.5,0,36.2,980.5,0,0,0,0,11,11,1.6,1.3,19,2023-06-07T10:40:00+02:00,PT5M
30,0.12,-129,152,856,965,972,0,13.5,152,856,965,972,22.5,0,36.3,980.5,0,0,0,0,13,13,1.6,1.2,18,2023-06-07T10:45:00+02:00,PT5M
30,0.12,-131,150,861,970,978,0,13.6,150,861,970,978,22.5,0,36.3,980.5,0,0,0,0,15,15,1.6,1.2,18,2023-06-07T10:50:00+02:00,PT5M
30,0.12,-134,148,865,975,984,0,13.6,148,865,975,984,22.6,0,36.3,980.5,0,0,0,0,17,17,1.5,1.2,17,2023-06-07T10:55:00+02:00,PT5M
30,0.12,-137,146,869,980,990,0,13.7,146,869,980,990,22.6,0,36.3,980.5,0,0,0,0,19,19,1.5,1.2,16,2023-06-07T11:00:00+02:00,PT5M
30,0.12,-141,144,872,985,995,0,13.7,144,872,985,995,22.6,0,36.3,980.5,0,0,0,0,19,19,1.5,1.2,16,2023-06-07T11:05:00+02:00,PT5M
30,0.12,-145,142,876,989,1000,0,13.8,142,876,989,1000,22.6,0,36.4,980.5,0,0,0,0,17,17,1.4,1.1,15,2023-06-07T11:10:00+02:00,PT5M
30,0.12,-149,140,879,992,1004,0,13.9,140,879,992,1004,22.6,0,36.5,980.5,0,0,0,0,14,14,1.4,1.1,14,2023-06-07T11:15:00+02:00,PT5M
31,0.12,-153,138,883,995,1007,0,14,138,883,995,1007,22.6,0,36.6,980.5,0,0,0,0,12,12,1.4,1.1,14,2023-06-07T11:20:00+02:00,PT5M
31,0.12,-157,136,886,998,1010,0,14.1,136,886,998,1010,22.7,0,36.6,980.5,0,0,0,0,10,9,1.4,1.1,13,2023-06-07T11:25:00+02:00,PT5M
31,0.12,-162,134,889,1000,1013,0,14.2,134,889,1000,1013,22.7,0,36.7,980.5,0,0,0,0,8,7,1.4,1.1,13,2023-06-07T11:30:00+02:00,PT5M
31,0.12,-167,133,891,1002,1015,0,14.2,133,891,1002,1015,22.7,0,36.8,980.4,0,0,0,0,5,4,1.4,1,13,2023-06-07T11:35:00+02:00,PT5M
31,0.12,-172,133,891,1003,1016,0,14.3,133,891,1003,1016,22.7,0,36.9,980.4,0,0,0,0,3,1,1.3,1,13,2023-06-07T11:40:00+02:00,PT5M
31,0.12,-178,133,891,1003,1016,0,14.4,133,891,1003,1016,22.7,0,36.9,980.4,0,0,0,0,0,359,1.3,1,13,2023-06-07T11:45:00+02:00,PT5M
31,0.12,177,133,891,1003,1016,0,14.5,133,891,1003,1016,22.7,0,37,980.4,0,0,0,0,358,356,1.3,1,13,2023-06-07T11:50:00+02:00,PT5M
31,0.12,172,133,891,1002,1015,0,14.6,133,891,1002,1015,22.8,0,37.1,980.4,0,0,0,0,355,353,1.3,1,13,2023-06-07T11:55:00+02:00,PT5M
31,0.12,167,133,891,1001,1014,0,14.7,133,891,1001,1014,22.8,0,37.2,980.4,0,0,0,0,353,350,1.3,1,13,2023-06-07T12:00:00+02:00,PT5M
31,0.12,162,133,890,1000,1013,0,14.7,133,890,1000,1013,22.8,0,37.2,980.4,0,0,0,0,352,349,1.3,1,13,2023-06-07T12:05:00+02:00,PT5M
31,0.12,157,133,890,998,1011,0,14.7,133,890,998,1011,22.8,0,37.3,980.3,0,0,0,0,353,351,1.3,1,13,2023-06-07T12:10:00+02:00,PT5M
31,0.12,152,133,890,996,1008,0,14.8,133,890,996,1008,22.8,0,37.3,980.3,0,0,0,0,354,352,1.3,1,14,2023-06-07T12:15:00+02:00,PT5M
31,0.12,148,133,889,994,1005,0,14.8,133,889,994,1005,22.8,0,37.4,980.3,0,0,0,0,355,353,1.3,1,14,2023-06-07T12:20:00+02:00,PT5M
31,0.12,144,133,888,991,1002,0,14.8,133,888,991,1002,22.8,0,37.4,980.2,0,0,0,0,356,355,1.3,1,15,2023-06-07T12:25:00+02:00,PT5M
31,0.12,141,132,888,987,998,3.9,14.8,197,781,949,957,22.8,0,37.4,980.2,0,0,0,0,357,356,1.3,1,16,2023-06-07T12:30:00+02:00,PT5M
31,0.12,137,132,887,984,993,4,14.9,197,779,945,953,22.8,0,37.5,980.1,0,0,0,0,358,358,1.2,0.9,16,2023-06-07T12:35:00+02:00,PT5M
31,0.12,134,132,886,979,988,0,14.9,132,886,979,988,22.8,0,37.5,980.1,0,0,0,0,359,359,1.2,0.9,17,2023-06-07T12:40:00+02:00,PT5M
31,0.12,131,132,885,975,983,0,14.9,132,885,975,983,22.8,0,37.6,980,0,0,0,0,1,1,1.2,0.9,18,2023-06-07T12:45:00+02:00,PT5M
31,0.12,128,132,884,970,977,0,14.9,132,884,970,977,22.9,0,37.6,980,0,0,0,0,2,2,1.2,0.9,19,2023-06-07T12:50:00+02:00,PT5M
31,0.12,126,131,883,964,971,0,15,131,883,964,971,22.9,0,37.7,980,0,0,0,0,3,4,1.2,0.9,19,2023-06-07T12:55:00+02:00,PT5M
31,0.12,123,131,881,958,964,0,15,131,881,958,964,22.9,0,37.7,979.9,0,0,0,0,4,6,1.2,0.9,20,2023-06-07T13:00:00+02:00,PT5M
31,0.12,121,131,880,952,957,0,15,131,880,952,957,22.9,0,37.7,979.9,0,0,0,0,5,6,1.2,0.9,21,2023-06-07T13:05:00+02:00,PT5M
