datetime,inverter,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),azimuth,zenith,id,panel_size,energy
2024-06-13 08:00:00,6364.4875,29.6,51.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,9.7,1,3600.0,289.0,201.0,88.0,545.6,289.0,488.6,363.9,253.1,110.8,545.6,615.2,-88,51,inverter1,107.1,6551.629299344233
2024-06-13 09:00:00,9157.7625,33.6,35.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,10.4,1,3600.0,487.0,378.0,109.0,682.4,487.0,734.6,562.9,436.9,126.0,682.4,849.1,-97,38,inverter1,107.1,9492.696698152662
2024-06-13 10:00:00,10880.620833333332,37.0,27.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8,12.2,1,3600.0,671.0,546.0,125.0,761.3,671.0,951.1,737.7,600.3,137.4,761.3,1045.7,-110,26,inverter1,107.1,11481.07244601301
2024-06-13 11:00:00,11756.8,39.8,22.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.5,14.4,1,3600.0,819.0,685.0,134.0,808.6,819.0,1123.4,868.8,726.6,142.1,808.6,1191.6,-135,16,inverter1,107.1,12502.970579517565
2024-06-13 12:00:00,11984.6,42.1,18.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.6,15.1,1,3600.0,920.0,778.0,142.0,832.3,920.0,1239.6,947.7,801.4,146.3,832.3,1276.9,167,12,inverter1,107.1,12622.246055604755
2024-06-13 13:00:00,11537.3125,43.8,15.0,46.2,0.0,0.0,5.0,0.0,9.0,0.0,4.6,5.6,18.0,1,3600.0,964.0,819.0,145.0,840.7,964.0,1291.9,966.8,821.4,145.4,840.7,1295.7,123,20,inverter1,107.1,11860.870830526159
2024-06-13 14:00:00,10576.020833333334,44.1,14.0,45.8,0.0,0.0,4.0,0.0,5.0,2.0,5.5,7.3,20.5,1,3600.0,901.0,747.0,154.0,775.8,901.0,1276.8,879.8,729.4,150.4,775.8,1246.7,104,31,inverter1,107.1,9941.84103361059
2024-06-13 15:00:00,8795.295833333334,43.4,15.0,44.5,0.0,0.0,12.0,0.0,8.0,23.0,7.4,9.0,22.7,1,3600.0,847.0,696.0,151.0,772.2,847.0,1195.2,803.2,660.0,143.2,772.2,1133.4,93,43,inverter1,107.1,8210.697170268393
2024-06-13 16:00:00,6463.733333333334,41.9,19.0,43.7,0.0,0.0,2.0,0.0,3.0,0.0,2.6,3.1,18.0,1,3600.0,694.0,544.0,150.0,685.2,694.0,1052.7,635.1,497.9,137.3,685.2,963.4,84,55,inverter1,107.1,5740.160720548244
2024-06-13 17:00:00,3770.4625,41.3,20.0,40.8,0.0,0.0,1.0,0.0,1.0,0.0,13.0,16.2,28.8,1,3600.0,578.0,456.0,122.0,703.9,578.0,859.1,503.5,397.2,106.3,703.9,748.3,77,67,inverter1,107.1,3472.9581579792402
2024-06-13 18:00:00,1420.9083333333333,38.9,24.0,38.2,0.0,0.0,1.0,0.0,1.0,0.0,14.9,19.9,32.0,1,3600.0,393.0,293.0,100.0,619.2,393.0,627.5,314.9,234.8,80.1,619.2,502.8,69,79,inverter1,107.1,1059.083064816208
2024-06-13 19:00:00,518.025,36.7,26.0,36.0,0.0,0.0,1.0,0.0,1.0,0.0,13.3,18.8,31.3,1,3600.0,201.0,127.0,74.0,450.7,201.0,373.7,131.1,82.8,48.2,450.7,243.6,61,90,inverter1,107.1,580.2237899546864
2024-06-13 20:00:00,31.629166666666663,34.6,30.0,34.2,0.0,0.0,2.0,0.0,1.0,3.0,13.0,19.9,27.0,1,1513.84,45.0,19.0,26.0,148.4,45.0,115.0,0.0,0.0,0.0,0.0,0.0,52,100,inverter1,107.1,71.7572160163527
2024-06-13 21:00:00,0.0,32.3,38.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,13.4,21.2,24.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,109,inverter1,107.1,0.0
2024-06-13 22:00:00,0.0,30.5,46.0,30.9,0.0,0.0,26.0,0.0,0.0,87.0,15.5,28.3,28.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,116,inverter1,107.1,0.0
2024-06-13 23:00:00,0.0,30.3,51.0,31.2,0.0,0.0,7.0,0.0,0.0,22.0,16.0,29.9,28.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,inverter1,107.1,0.0
2024-06-14 00:00:00,0.0,30.1,49.0,31.0,0.0,0.0,2.0,0.0,0.0,5.0,14.5,28.1,28.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,122,inverter1,107.1,0.0
2024-06-14 01:00:00,0.0,30.3,46.0,30.7,0.0,0.0,2.0,0.0,0.0,7.0,15.5,30.3,27.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,119,inverter1,107.1,0.0
2024-06-14 02:00:00,0.0,30.3,42.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,28.7,27.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33,114,inverter1,107.1,0.0
2024-06-14 03:00:00,0.0,30.0,40.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3,20.1,25.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45,106,inverter1,107.1,0.0
2024-06-14 04:00:00,0.0,28.3,43.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,5.3,12.7,13.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55,97,inverter1,107.1,0.0
2024-06-14 05:00:00,0.0,27.4,46.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.8,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64,86,inverter1,107.1,0.0
2024-06-14 06:00:00,500.6208333333333,27.0,48.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,3.3,10.4,6.5,1,0.0,6.0,1.0,5.0,13.5,6.0,40.2,15.0,2.5,12.5,28.7,100.3,-72,75,inverter1,107.1,0.0
2024-06-14 07:00:00,2907.675,29.4,41.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.2,11.5,1,3600.0,106.0,55.0,51.0,317.9,106.0,229.4,166.1,86.2,79.9,317.9,359.4,-80,63,inverter1,107.1,2978.2866258466574
2024-06-14 08:00:00,6283.245833333333,33.8,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.0,12.2,1,3600.0,288.0,201.0,87.0,546.0,288.0,488.1,362.7,253.1,109.6,546.0,614.6,-87,51,inverter1,107.1,6381.06699673715
2024-06-14 09:00:00,8860.3125,37.4,26.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0,12.6,1,3600.0,485.0,377.0,108.0,680.9,485.0,734.1,560.6,435.8,124.8,680.9,848.6,-96,38,inverter1,107.1,9259.112003268532
2024-06-14 10:00:00,10738.808333333332,40.1,20.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8,8.0,18.4,1,3600.0,667.0,544.0,123.0,758.8,667.0,950.6,733.4,598.2,135.2,758.8,1045.2,-110,26,inverter1,107.1,11243.538346073667
2024-06-14 11:00:00,11808.929166666669,42.0,16.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.2,25.2,1,3600.0,816.0,682.0,134.0,805.2,816.0,1122.9,865.7,723.5,142.2,805.2,1191.2,-135,16,inverter1,107.1,12317.418462395332
2024-06-14 12:00:00,12124.6875,43.2,13.0,43.2,0.0,0.0,3.0,0.0,0.0,11.0,12.4,15.9,29.9,1,3600.0,919.0,778.0,141.0,832.3,919.0,1239.3,946.7,801.5,145.3,832.3,1276.7,168,12,inverter1,107.1,12544.80326869856
2024-06-14 13:00:00,11877.416666666666,44.2,11.0,44.0,0.0,0.0,30.0,0.0,6.0,89.0,11.1,14.1,29.9,1,3600.0,932.0,771.0,161.0,791.3,932.0,1291.8,934.8,773.3,161.5,791.3,1295.7,123,20,inverter1,107.1,11453.828217883076
2024-06-14 14:00:00,10622.725,44.2,11.0,42.2,0.0,0.0,15.0,0.0,3.0,43.0,9.4,11.6,28.1,1,3600.0,589.0,252.0,337.0,261.6,589.0,1276.9,575.2,246.1,329.1,261.6,1247.0,104,31,inverter1,107.1,6992.414512946864
2024-06-14 15:00:00,8834.716666666667,44.1,11.0,44.1,0.0,0.0,0.0,0.0,0.0,1.0,3.8,4.7,23.0,1,3600.0,781.0,555.0,226.0,615.4,781.0,1195.6,740.7,526.4,214.3,615.4,1134.0,93,43,inverter1,107.1,7870.116448940846
2024-06-14 16:00:00,6409.8125,41.3,19.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,12.1,25.6,1,3600.0,703.0,513.0,190.0,645.6,703.0,1053.4,643.5,469.6,173.9,645.6,964.3,84,55,inverter1,107.1,6056.429379985617
2024-06-14 17:00:00,3642.725,41.2,22.0,41.5,0.0,0.0,1.0,0.0,1.0,0.0,9.7,12.0,24.8,1,3600.0,582.0,461.0,121.0,710.6,582.0,860.1,507.1,401.7,105.4,710.6,749.5,77,67,inverter1,107.1,3479.818647753214
2024-06-14 18:00:00,1339.6375,40.8,21.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,9.5,12.3,23.8,1,3600.0,393.0,294.0,99.0,620.0,393.0,628.7,315.2,235.8,79.4,620.0,504.2,69,79,inverter1,107.1,1028.3133273587919
2024-06-14 19:00:00,495.3708333333333,36.9,30.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,15.9,22.7,32.4,1,3600.0,202.0,129.0,73.0,455.9,202.0,375.1,132.0,84.3,47.7,455.9,245.1,61,90,inverter1,107.1,564.3323131598609
2024-06-14 20:00:00,30.8375,34.6,30.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,10.5,16.3,31.3,1,1653.3,46.0,20.0,26.0,155.5,46.0,116.5,0.0,0.0,0.0,0.0,0.0,52,100,inverter1,107.1,71.78168647142653
2024-06-14 21:00:00,0.0,33.0,33.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.4,20.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,109,inverter1,107.1,0.0
2024-06-14 22:00:00,0.0,31.2,37.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,9.8,17.6,20.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,116,inverter1,107.1,0.0
2024-06-14 23:00:00,0.0,29.9,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,20.6,18.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,120,inverter1,107.1,0.0
2024-06-15 00:00:00,0.0,29.6,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,27.3,23.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,122,inverter1,107.1,0.0
2024-06-15 01:00:00,0.0,30.0,43.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,12.4,26.4,24.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,119,inverter1,107.1,0.0
2024-06-15 02:00:00,0.0,29.8,44.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,13.4,28.2,23.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33,114,inverter1,107.1,0.0
2024-06-15 03:00:00,0.0,30.0,36.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,16.1,32.5,29.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45,106,inverter1,107.1,0.0
2024-06-15 04:00:00,0.0,31.1,30.0,30.2,0.0,0.0,1.0,0.0,1.0,0.0,9.2,24.7,25.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55,97,inverter1,107.1,0.0
2024-06-15 05:00:00,0.0,28.5,36.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.5,16.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64,86,inverter1,107.1,0.0
2024-06-15 06:00:00,505.94166666666666,27.0,44.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.1,11.5,1,0.0,6.0,1.0,5.0,13.5,6.0,40.0,15.0,2.5,12.5,28.7,99.9,-72,75,inverter1,107.1,0.0
2024-06-15 07:00:00,2961.8708333333334,28.5,42.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.8,7.9,1,3600.0,108.0,57.0,51.0,330.0,108.0,229.0,169.3,89.3,79.9,330.0,358.9,-80,63,inverter1,107.1,3078.330510706417
2024-06-15 08:00:00,6340.570833333333,33.1,30.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.6,13.7,1,3600.0,293.0,207.0,86.0,562.8,293.0,487.5,369.0,260.7,108.3,562.8,614.1,-87,51,inverter1,107.1,6550.565371591963
2024-06-15 09:00:00,9162.854166666666,35.6,25.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,14.8,20.3,31.3,1,3600.0,492.0,385.0,107.0,695.8,492.0,733.5,568.8,445.1,123.7,695.8,848.0,-96,38,inverter1,107.1,9502.958552774486
2024-06-15 10:00:00,11210.004166666668,37.1,24.0,36.1,0.0,0.0,3.0,0.0,0.0,10.0,17.6,23.0,36.4,1,3600.0,675.0,553.0,122.0,771.6,675.0,950.0,742.3,608.1,134.2,771.6,1044.7,-109,26,inverter1,107.1,11552.327353321152
2024-06-15 11:00:00,12063.8125,39.3,17.0,37.6,0.0,0.0,1.0,0.0,1.0,2.0,19.7,25.6,41.0,1,3600.0,816.0,667.0,149.0,787.7,816.0,1122.4,865.7,707.6,158.1,787.7,1190.8,-135,16,inverter1,107.1,12452.895469609173
2024-06-15 12:00:00,12489.2,41.0,14.0,40.1,0.0,0.0,2.0,0.0,1.0,5.0,16.6,21.3,41.0,1,3600.0,924.0,781.0,143.0,835.6,924.0,1239.0,951.9,804.6,147.3,835.6,1276.4,168,12,inverter1,107.1,12757.64533084097
2024-06-15 13:00:00,12122.891666666666,41.5,14.0,41.3,0.0,0.0,2.0,0.0,1.0,3.0,13.9,17.1,36.7,1,3600.0,952.0,796.0,156.0,816.9,952.0,1291.7,954.9,798.5,156.5,816.9,1295.7,123,19,inverter1,107.1,11913.964425514321
2024-06-15 14:00:00,11057.8625,41.2,14.0,41.3,0.0,0.0,1.0,0.0,1.0,1.0,10.5,13.2,33.1,1,3600.0,937.0,785.0,152.0,814.8,937.0,1277.1,915.2,766.7,148.5,814.8,1247.3,104,31,inverter1,107.1,10473.786376468546
2024-06-15 15:00:00,9288.720833333333,41.2,12.0,39.9,0.0,0.0,1.0,0.0,2.0,0.0,14.5,18.3,33.1,1,3600.0,873.0,726.0,147.0,804.6,873.0,1196.0,828.1,688.7,139.4,804.6,1134.5,93,43,inverter1,107.1,8519.319464729766
2024-06-15 16:00:00,6858.25,38.6,16.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,20.6,27.6,43.2,1,3600.0,715.0,559.0,156.0,702.9,715.0,1054.1,654.6,511.8,142.8,702.9,965.1,84,55,inverter1,107.1,6017.022680711482
2024-06-15 17:00:00,4039.5208333333335,37.0,17.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,23.2,32.9,45.7,1,3600.0,591.0,471.0,120.0,725.1,591.0,861.0,515.2,410.6,104.6,725.1,750.5,77,67,inverter1,107.1,3581.78706813285
2024-06-15 18:00:00,1277.4833333333331,35.6,17.0,30.9,0.0,0.0,1.0,0.0,0.0,3.0,27.1,40.0,51.5,1,3600.0,413.0,314.0,99.0,660.8,413.0,629.9,331.4,252.0,79.4,660.8,505.5,69,79,inverter1,107.1,1057.7077801491644
2024-06-15 19:00:00,381.6958333333333,33.8,21.0,30.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,35.4,51.8,1,3600.0,219.0,144.0,75.0,507.0,219.0,376.5,143.4,94.3,49.1,507.0,246.6,61,90,inverter1,107.1,605.8118241656333
2024-06-15 20:00:00,10.845833333333331,31.4,26.0,28.9,0.0,0.0,4.0,0.0,0.0,12.0,16.8,27.3,43.2,1,1929.26,50.0,22.0,28.0,170.3,50.0,118.0,0.0,0.0,0.0,0.0,0.0,52,100,inverter1,107.1,84.59083115308422
2024-06-15 21:00:00,0.0,29.8,29.0,27.8,0.0,0.0,0.0,0.0,0.0,1.0,12.6,24.3,30.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,109,inverter1,107.1,0.0
2024-06-15 22:00:00,0.0,28.6,27.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,10.9,22.2,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,116,inverter1,107.1,0.0
2024-06-15 23:00:00,0.0,27.6,27.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,11.4,24.0,19.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,120,inverter1,107.1,0.0
2024-06-16 00:00:00,0.0,26.5,30.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,10.3,23.0,19.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,122,inverter1,107.1,0.0
2024-06-16 01:00:00,0.0,25.5,33.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,5.8,17.9,17.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,119,inverter1,107.1,0.0
2024-06-16 02:00:00,0.0,25.7,31.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.7,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33,114,inverter1,107.1,0.0
2024-06-16 03:00:00,0.0,23.4,38.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.9,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45,106,inverter1,107.1,0.0
2024-06-16 04:00:00,0.0,24.6,56.0,26.1,0.0,0.0,1.0,1.0,0.0,0.0,1.8,5.1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55,97,inverter1,107.1,0.0
2024-06-16 05:00:00,0.0,23.9,57.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.4,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64,86,inverter1,107.1,0.0
2024-06-16 06:00:00,471.4458333333333,23.2,62.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.1,4.0,1,0.0,6.0,1.0,5.0,13.5,6.0,39.8,15.0,2.5,12.5,28.7,99.5,-72,75,inverter1,107.1,0.0
2024-06-16 07:00:00,3289.366666666667,25.5,52.0,26.9,0.0,0.0,1.0,1.0,0.0,0.0,2.3,1.3,7.6,1,3600.0,105.0,54.0,51.0,313.2,105.0,228.5,164.7,84.7,80.0,313.2,358.3,-79,63,inverter1,107.1,2980.9604579475254
2024-06-16 08:00:00,6798.05,27.7,59.0,30.6,0.0,0.0,14.0,15.0,0.0,0.0,2.1,3.4,10.1,1,3600.0,284.0,197.0,87.0,536.2,284.0,486.9,357.8,248.2,109.6,536.2,613.4,-87,51,inverter1,107.1,6478.083141734003
2024-06-16 09:00:00,9484.358333333334,29.6,60.0,33.2,0.0,0.0,3.0,3.0,0.0,0.0,5.4,7.2,16.9,1,3600.0,471.0,348.0,123.0,629.4,471.0,732.8,544.6,402.4,142.2,629.4,847.3,-96,38,inverter1,107.1,9215.066893283523
2024-06-16 10:00:00,11234.591666666667,31.7,51.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,6.6,8.8,20.5,1,3600.0,661.0,532.0,129.0,742.7,661.0,949.4,726.9,585.1,141.9,742.7,1044.1,-109,26,inverter1,107.1,11580.369333565466
2024-06-16 11:00:00,12343.375,33.4,42.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,7.9,21.2,1,3600.0,813.0,678.0,135.0,800.9,813.0,1121.9,862.6,719.4,143.2,800.9,1190.4,-135,16,inverter1,107.1,12820.433793579765
2024-06-16 12:00:00,12623.1875,35.1,37.0,39.4,0.0,0.0,13.0,1.0,0.0,40.0,6.8,8.7,22.7,1,3600.0,915.0,775.0,140.0,829.3,915.0,1238.6,942.8,798.5,144.2,829.3,1276.2,168,12,inverter1,107.1,13020.606605320958
2024-06-16 13:00:00,12241.579166666666,36.7,34.0,41.3,0.0,0.0,16.0,0.0,0.0,55.0,5.8,7.6,22.7,1,3600.0,960.0,813.0,147.0,834.2,960.0,1291.6,963.0,815.6,147.5,834.2,1295.7,123,19,inverter1,107.1,12304.578164552267
2024-06-16 14:00:00,11028.558333333332,36.8,34.0,40.6,0.0,0.0,14.0,0.0,4.0,39.0,9.1,11.4,25.6,1,3600.0,893.0,674.0,219.0,699.4,893.0,1277.2,872.3,658.4,213.9,699.4,1247.6,104,31,inverter1,107.1,10369.190486772373
2024-06-16 15:00:00,9186.5625,36.4,35.0,38.7,0.0,0.0,10.0,0.0,5.0,23.0,12.5,15.5,30.2,1,3600.0,719.0,496.0,223.0,549.4,719.0,1196.4,682.1,470.6,211.6,549.4,1135.1,93,43,inverter1,107.1,7591.754406470632
2024-06-16 16:00:00,6677.483333333334,36.6,31.0,38.2,0.0,0.0,8.0,0.0,5.0,18.0,10.7,13.2,26.6,1,3600.0,690.0,517.0,173.0,649.6,690.0,1054.8,631.8,473.4,158.4,649.6,965.9,84,55,inverter1,107.1,6000.337386716084
2024-06-16 17:00:00,3815.983333333333,36.2,31.0,36.8,0.0,0.0,4.0,0.0,5.0,4.0,10.9,13.7,27.0,1,3600.0,543.0,401.0,142.0,616.6,543.0,861.9,473.5,349.6,123.8,616.6,751.5,77,67,inverter1,107.1,3589.9861099237637
2024-06-16 18:00:00,1277.0208333333333,34.1,38.0,35.3,0.0,0.0,3.0,0.0,5.0,0.0,10.9,13.8,25.9,1,3600.0,374.0,274.0,100.0,575.5,374.0,631.0,300.3,220.0,80.3,575.5,506.6,69,79,inverter1,107.1,1083.1847301980272
2024-06-16 19:00:00,456.22083333333336,31.0,53.0,33.6,0.0,0.0,2.0,0.0,3.0,0.0,10.6,13.6,25.6,1,3600.0,196.0,124.0,72.0,435.1,196.0,377.7,128.6,81.4,47.3,435.1,247.9,61,90,inverter1,107.1,565.0953544828334
2024-06-16 20:00:00,33.85,28.5,66.0,31.7,0.0,0.0,1.0,0.0,1.0,0.0,9.5,13.8,23.0,1,1527.04,46.0,19.0,27.0,146.5,46.0,119.4,0.0,0.0,0.0,0.0,0.0,52,100,inverter1,107.1,79.71837563763891
2024-06-16 21:00:00,0.0,27.4,71.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,7.9,11.2,20.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,109,inverter1,107.1,0.0
2024-06-16 22:00:00,0.0,27.0,71.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.4,16.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,116,inverter1,107.1,0.0
2024-06-16 23:00:00,0.0,26.5,72.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2,7.6,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,120,inverter1,107.1,0.0
2024-06-17 00:00:00,0.0,25.9,75.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.4,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,121,inverter1,107.1,0.0
2024-06-17 01:00:00,0.0,25.3,79.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.0,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,119,inverter1,107.1,0.0
2024-06-17 02:00:00,0.0,24.6,83.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,5.6,9.1,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33,114,inverter1,107.1,0.0
2024-06-17 03:00:00,0.0,24.0,88.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.7,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45,106,inverter1,107.1,0.0
2024-06-17 04:00:00,0.0,24.0,91.0,28.4,0.0,0.0,9.0,10.0,0.0,0.0,5.2,8.2,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55,97,inverter1,107.1,0.0
2024-06-17 05:00:00,0.0,23.6,93.0,28.0,0.0,0.0,48.0,53.0,0.0,0.0,5.3,8.3,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64,86,inverter1,107.1,0.0
2024-06-17 06:00:00,443.8375,23.6,93.0,27.9,0.0,0.0,89.0,99.0,0.0,0.0,5.3,8.2,10.8,1,0.0,5.0,1.0,4.0,13.6,5.0,39.5,12.5,2.5,10.0,28.7,99.0,-72,75,inverter1,107.1,0.0
2024-06-17 07:00:00,1809.0833333333333,25.1,84.0,29.6,0.0,0.0,86.0,96.0,0.0,0.0,3.8,5.0,10.8,1,3084.23,88.0,28.0,60.0,162.8,88.0,227.9,138.1,43.9,94.2,162.8,357.7,-79,63,inverter1,107.1,2023.089121447532
2024-06-17 08:00:00,3300.7916666666665,26.7,75.0,31.0,0.0,0.0,90.0,100.0,0.0,0.0,3.7,4.7,13.0,1,3600.0,209.0,76.0,133.0,207.1,209.0,486.2,263.4,95.8,167.6,207.1,612.7,-87,51,inverter1,107.1,3900.3351606484866
2024-06-17 09:00:00,8003.7,28.7,66.0,32.8,0.0,0.0,81.0,90.0,0.0,0.0,4.3,5.4,15.8,1,3600.0,399.0,222.0,177.0,401.8,399.0,732.1,461.4,256.7,204.7,401.8,846.6,-96,38,inverter1,107.1,7268.731373405549
