datetime,inverter,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),azimuth,zenith,id,panel_size,energy
2023-11-03 02:00:00,0.0,19.6,76.0,20.4,0.0,0.0,1.0,1.0,0.0,0.0,6.6,14.1,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67,141,inverter1,107.1,0.0
2023-11-03 03:00:00,0.0,19.2,75.0,19.8,0.0,0.0,1.0,1.0,0.0,0.0,6.5,15.4,10.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80,129,inverter1,107.1,0.0
2023-11-03 04:00:00,0.0,17.9,80.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89,117,inverter1,107.1,0.0
2023-11-03 05:00:00,0.0,17.4,75.0,17.6,0.0,0.0,1.0,0.0,0.0,2.0,5.4,8.0,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98,105,inverter1,107.1,0.0
2023-11-03 06:00:00,0.0,16.9,71.0,17.1,0.0,0.0,8.0,0.0,0.0,27.0,2.6,4.8,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106,93,inverter1,107.1,0.0
2023-11-03 07:00:00,51.310344827586206,16.5,75.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.5,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115,81,inverter1,107.1,0.0
2023-11-03 08:00:00,914.4583333333334,19.3,59.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.3,5.4,1,789.27,33.0,14.0,19.0,123.6,33.0,97.7,72.0,30.5,41.4,199.2,213.1,-125,71,inverter1,107.1,897.7938499633428
2023-11-03 09:00:00,4468.5125,22.1,53.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.0,11.2,1,3600.0,187.0,121.0,66.0,494.3,187.0,340.2,253.5,164.1,89.5,494.3,461.3,-137,62,inverter1,107.1,5947.412802782396
2023-11-03 10:00:00,9221.608333333334,23.9,52.0,24.3,0.0,0.0,1.0,0.0,0.0,4.0,4.8,6.6,14.8,1,3600.0,362.0,273.0,89.0,669.3,362.0,567.0,423.9,319.7,104.2,669.3,664.0,-152,54,inverter1,107.1,8963.792972463303
2023-11-03 11:00:00,10651.966666666667,25.7,44.0,25.9,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.1,15.1,1,3600.0,500.0,395.0,105.0,741.0,500.0,740.9,544.8,430.4,114.4,741.0,807.3,-170,50,inverter1,107.1,10255.917279763202
2023-11-03 12:00:00,10516.670833333334,27.1,38.0,27.5,0.0,0.0,10.0,1.0,0.0,32.0,2.5,3.2,14.8,1,3600.0,597.0,487.0,110.0,796.1,597.0,850.3,618.9,504.8,114.0,796.1,881.4,171,50,inverter1,107.1,10537.61533255242
2023-11-03 13:00:00,8002.2875,27.8,35.0,28.3,0.0,0.0,32.0,0.0,4.0,100.0,1.8,2.4,13.7,1,3600.0,612.0,495.0,117.0,775.2,612.0,887.5,607.7,491.6,116.2,775.2,881.4,154,54,inverter1,107.1,9364.004389903896
2023-11-03 14:00:00,5225.875,28.5,33.0,28.0,0.0,0.0,17.0,1.0,14.0,25.0,4.7,6.4,15.8,1,3600.0,540.0,378.0,162.0,618.0,540.0,850.2,512.7,358.9,153.8,618.0,807.1,138,61,inverter1,107.1,7091.706878940867
2023-11-03 15:00:00,3932.970833333333,28.3,34.0,27.8,0.0,0.0,10.0,0.0,12.0,8.0,5.4,7.0,15.8,1,3600.0,377.0,241.0,136.0,452.2,377.0,740.8,337.8,215.9,121.9,452.2,663.8,126,70,inverter1,107.1,4253.931528043406
2023-11-03 16:00:00,4124.783333333334,25.2,56.0,24.9,0.0,0.0,12.0,13.0,1.0,0.0,16.2,22.4,39.2,1,3600.0,318.0,201.0,117.0,493.0,318.0,566.7,258.7,163.5,95.2,493.0,461.0,116,81,inverter1,107.1,2674.859035084809
2023-11-03 17:00:00,788.5083333333333,24.3,59.0,24.2,0.0,0.0,15.0,17.0,0.0,0.0,14.4,20.4,33.5,1,3600.0,169.0,100.0,69.0,409.0,169.0,339.9,105.8,62.6,43.2,409.0,212.7,107,92,inverter1,107.1,534.7316424704065
2023-11-03 18:00:00,29.175,22.9,66.0,23.1,0.0,0.0,14.0,16.0,0.0,0.0,13.3,21.7,28.4,0,570.2,31.0,12.0,19.0,106.2,31.0,97.4,0.0,0.0,0.0,0.0,0.0,98,104,inverter1,107.1,0.0
2023-11-03 19:00:00,0.0,21.8,72.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,20.5,24.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,116,inverter1,107.1,0.0
2023-11-03 20:00:00,0.0,21.2,75.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,7.6,15.9,20.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,128,inverter1,107.1,0.0
2023-11-03 21:00:00,0.0,20.1,84.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,6.2,10.3,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,140,inverter1,107.1,0.0
2023-11-03 22:00:00,0.0,20.5,79.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.1,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,151,inverter1,107.1,0.0
2023-11-03 23:00:00,0.0,21.0,76.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.2,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,158,inverter1,107.1,0.0
2023-11-04 00:00:00,0.0,21.0,76.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.1,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,159,inverter1,107.1,0.0
2023-11-04 01:00:00,0.0,20.0,80.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.6,4.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49,152,inverter1,107.1,0.0
2023-11-04 02:00:00,0.0,18.8,84.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.6,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68,141,inverter1,107.1,0.0
2023-11-04 03:00:00,0.0,19.7,79.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.8,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80,129,inverter1,107.1,0.0
2023-11-04 04:00:00,0.0,18.0,86.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.4,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89,117,inverter1,107.1,0.0
2023-11-04 05:00:00,0.0,18.1,84.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.6,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98,105,inverter1,107.1,0.0
2023-11-04 06:00:00,0.0,19.7,76.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106,93,inverter1,107.1,0.0
2023-11-04 07:00:00,34.14975845410628,19.6,75.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115,82,inverter1,107.1,0.0
2023-11-04 08:00:00,862.1208333333333,19.2,76.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.7,1,673.37,31.0,13.0,18.0,116.6,31.0,95.3,67.8,28.4,39.4,189.7,208.4,-125,71,inverter1,107.1,800.7841520143525
2023-11-04 09:00:00,4386.991666666667,21.3,68.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.7,7.2,1,3600.0,179.0,107.0,72.0,443.7,179.0,335.4,243.6,145.6,98.0,443.7,456.3,-137,62,inverter1,107.1,5541.051972719464
2023-11-04 10:00:00,9189.995833333332,23.3,62.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.3,11.9,1,3600.0,357.0,268.0,89.0,663.3,357.0,561.9,418.6,314.2,104.4,663.3,658.8,-152,55,inverter1,107.1,8818.153004687641
2023-11-04 11:00:00,9677.420833333334,24.7,57.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.0,15.8,1,3600.0,500.0,398.0,102.0,752.4,500.0,735.7,545.0,433.9,111.2,752.4,801.9,-170,51,inverter1,107.1,10292.862052112667
2023-11-04 12:00:00,10311.741666666669,25.9,51.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.4,17.3,1,3600.0,593.0,485.0,108.0,798.3,593.0,844.9,614.8,502.9,112.0,798.3,876.0,171,51,inverter1,107.1,10478.612420602429
2023-11-04 13:00:00,10203.345833333333,26.9,47.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.9,17.6,1,3600.0,625.0,515.0,110.0,811.9,625.0,882.1,620.6,511.4,109.2,811.9,876.0,154,54,inverter1,107.1,9674.984615733789
2023-11-04 14:00:00,8428.441666666668,27.7,44.0,28.6,0.0,0.0,1.0,1.0,0.0,0.0,5.7,7.2,17.6,1,3600.0,592.0,483.0,109.0,795.1,592.0,844.8,561.9,458.4,103.5,795.1,801.8,139,61,inverter1,107.1,7825.813636291645
2023-11-04 15:00:00,5911.770833333333,28.1,43.0,28.6,0.0,0.0,28.0,31.0,1.0,0.0,7.0,8.9,19.4,1,3600.0,492.0,383.0,109.0,724.2,492.0,735.5,440.5,342.9,97.6,724.2,658.6,126,70,inverter1,107.1,5311.891220726605
2023-11-04 16:00:00,2655.0041666666666,28.0,43.0,28.2,0.0,0.0,11.0,7.0,8.0,0.0,8.0,10.2,18.7,1,3600.0,344.0,247.0,97.0,611.7,344.0,561.6,279.3,200.6,78.8,611.7,456.0,116,81,inverter1,107.1,2606.8709585650213
2023-11-04 17:00:00,647.4916666666667,26.7,50.0,26.9,0.0,0.0,4.0,4.0,1.0,0.0,11.5,16.0,23.0,1,3600.0,179.0,112.0,67.0,465.0,179.0,335.0,111.1,69.5,41.6,465.0,207.9,107,92,inverter1,107.1,499.42163046745287
2023-11-04 18:00:00,23.585774058577407,24.4,62.0,26.0,0.0,0.0,6.0,7.0,0.0,0.0,5.2,12.1,22.7,0,672.96,31.0,13.0,18.0,116.9,31.0,95.0,0.0,0.0,0.0,0.0,0.0,99,104,inverter1,107.1,0.0
2023-11-04 19:00:00,0.0,23.4,65.0,25.4,0.0,0.0,14.0,15.0,0.0,0.0,2.0,1.9,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,116,inverter1,107.1,0.0
2023-11-04 20:00:00,0.0,21.2,80.0,23.3,0.0,0.0,2.0,2.0,0.0,0.0,5.4,7.2,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,129,inverter1,107.1,0.0
2023-11-04 21:00:00,0.0,20.8,80.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.8,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,140,inverter1,107.1,0.0
2023-11-04 22:00:00,0.0,20.0,84.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,5.4,7.0,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,151,inverter1,107.1,0.0
2023-11-04 23:00:00,0.0,19.6,85.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.3,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,159,inverter1,107.1,0.0
2023-11-05 00:00:00,0.0,18.7,88.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.0,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,159,inverter1,107.1,0.0
2023-11-05 01:00:00,0.0,20.2,79.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50,152,inverter1,107.1,0.0
2023-11-05 02:00:00,0.0,19.5,80.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.9,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68,141,inverter1,107.1,0.0
2023-11-05 03:00:00,0.0,17.9,87.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.1,5.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80,130,inverter1,107.1,0.0
2023-11-05 04:00:00,0.0,17.9,85.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.7,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90,117,inverter1,107.1,0.0
2023-11-05 05:00:00,0.0,16.9,91.0,18.2,0.0,0.0,14.0,15.0,0.0,0.0,3.5,4.7,5.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98,105,inverter1,107.1,0.0
2023-11-05 06:00:00,0.0,16.4,94.0,17.8,0.0,0.0,8.0,9.0,0.0,0.0,3.6,2.4,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106,93,inverter1,107.1,0.0
2023-11-05 07:00:00,53.03864734299517,16.8,92.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.6,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115,82,inverter1,107.1,0.0
2023-11-05 08:00:00,844.8166666666667,17.6,88.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.2,7.6,1,43.23,24.0,7.0,17.0,63.8,24.0,92.9,52.6,15.3,37.3,104.9,203.6,-125,71,inverter1,107.1,322.5510652461837
2023-11-05 09:00:00,4293.791666666667,19.3,81.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.9,9.0,1,3600.0,144.0,63.0,81.0,265.2,144.0,330.5,196.6,86.0,110.6,265.2,451.3,-138,62,inverter1,107.1,3895.778374815248
2023-11-05 10:00:00,9187.095833333333,22.5,70.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.0,14.0,1,3600.0,320.0,188.0,132.0,469.8,320.0,556.8,375.6,220.7,155.0,469.8,653.6,-152,55,inverter1,107.1,7250.321605056926
2023-11-05 11:00:00,10551.866666666669,24.8,58.0,25.9,0.0,0.0,14.0,0.0,0.0,47.0,6.2,7.8,18.0,1,3600.0,498.0,397.0,101.0,756.3,498.0,730.4,543.1,433.0,110.2,756.3,796.6,-170,51,inverter1,107.1,10319.5911294419
2023-11-05 12:00:00,10753.329166666666,26.4,49.0,27.3,0.0,0.0,3.0,0.0,0.0,10.0,7.0,8.9,20.2,1,3600.0,590.0,481.0,109.0,797.2,590.0,839.5,611.8,498.8,113.0,797.2,870.6,171,51,inverter1,107.1,10455.00071199377
2023-11-05 13:00:00,10058.833333333334,27.7,42.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,6.0,20.2,1,3600.0,621.0,511.0,110.0,810.9,621.0,876.8,616.6,507.4,109.2,810.9,870.6,154,55,inverter1,107.1,9492.389805127235
2023-11-05 14:00:00,8461.283333333333,28.7,37.0,29.4,0.0,0.0,1.0,0.0,1.0,0.0,1.5,1.8,16.6,1,3600.0,555.0,440.0,115.0,729.3,555.0,839.5,526.6,417.5,109.1,729.3,796.5,139,61,inverter1,107.1,7350.843267214005
2023-11-05 15:00:00,5792.929166666667,29.3,34.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,6.1,7.9,16.2,1,3600.0,461.0,355.0,106.0,676.4,461.0,730.3,412.5,317.6,94.8,676.4,653.5,126,70,inverter1,107.1,4990.1234201178995
2023-11-05 16:00:00,2491.0583333333334,28.3,44.0,28.4,0.0,0.0,29.0,0.0,0.0,95.0,10.7,13.5,23.0,1,3600.0,314.0,221.0,93.0,552.5,314.0,556.6,254.5,179.1,75.4,552.5,451.1,116,81,inverter1,107.1,2425.598682955312
2023-11-05 17:00:00,751.4958333333333,26.3,57.0,26.9,0.0,0.0,29.0,0.0,1.0,96.0,13.0,17.8,27.4,1,3600.0,160.0,79.0,81.0,332.9,160.0,330.3,98.5,48.6,49.9,332.9,203.3,107,92,inverter1,107.1,726.8528468497158
2023-11-05 18:00:00,26.204166666666666,24.5,62.0,25.3,0.0,0.0,22.0,0.0,0.0,73.0,10.1,15.9,25.9,0,0.0,26.0,4.0,22.0,36.5,26.0,92.6,0.0,0.0,0.0,0.0,0.0,99,104,inverter1,107.1,0.0
2023-11-05 19:00:00,0.0,23.2,62.0,24.0,0.0,0.0,5.0,0.0,0.0,16.0,8.2,14.5,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,116,inverter1,107.1,0.0
2023-11-05 20:00:00,0.0,22.3,62.0,22.9,0.0,0.0,0.0,0.0,0.0,1.0,6.8,12.4,14.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,129,inverter1,107.1,0.0
2023-11-05 21:00:00,0.0,21.1,67.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8,9.8,10.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,141,inverter1,107.1,0.0
2023-11-05 22:00:00,0.0,20.1,72.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,151,inverter1,107.1,0.0
2023-11-05 23:00:00,0.0,19.6,75.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,8.2,10.1,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,159,inverter1,107.1,0.0
2023-11-06 00:00:00,0.0,19.6,75.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.4,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,159,inverter1,107.1,0.0
2023-11-06 01:00:00,0.0,18.4,78.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.1,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50,152,inverter1,107.1,0.0
2023-11-06 02:00:00,0.0,18.1,76.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,16.8,15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69,142,inverter1,107.1,0.0
2023-11-06 03:00:00,0.0,18.8,72.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4,16.4,15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81,130,inverter1,107.1,0.0
2023-11-06 04:00:00,0.0,16.8,84.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.9,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90,118,inverter1,107.1,0.0
2023-11-06 05:00:00,0.0,18.0,77.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,5.6,11.0,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98,105,inverter1,107.1,0.0
2023-11-06 06:00:00,0.0,17.4,78.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3,11.0,10.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107,93,inverter1,107.1,0.0
2023-11-06 07:00:00,26.127551020408163,17.4,77.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,8.1,7.6,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115,82,inverter1,107.1,0.0
2023-11-06 08:00:00,757.3625,18.6,69.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,5.8,6.3,9.7,1,555.95,29.0,12.0,17.0,111.2,29.0,90.4,63.8,26.4,37.4,184.7,198.9,-126,71,inverter1,107.1,731.8864801585531
2023-11-06 09:00:00,4028.1666666666665,21.4,57.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.6,10.8,1,3600.0,180.0,118.0,62.0,504.4,180.0,325.6,246.7,161.7,85.0,504.4,446.3,-138,62,inverter1,107.1,6020.884099115083
2023-11-06 10:00:00,8992.575,23.6,50.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.2,10.8,1,3600.0,354.0,268.0,86.0,676.2,354.0,551.7,416.1,315.0,101.1,676.2,648.4,-153,55,inverter1,107.1,8909.985232842306
2023-11-06 11:00:00,10413.75,25.8,40.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.4,11.9,1,3600.0,497.0,398.0,99.0,764.0,497.0,725.2,542.3,434.3,108.0,764.0,791.3,-170,51,inverter1,107.1,10332.480133256058
2023-11-06 12:00:00,10784.533333333333,27.7,29.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.3,16.6,1,3600.0,590.0,485.0,105.0,809.3,590.0,834.2,612.0,503.1,108.9,809.3,865.3,172,51,inverter1,107.1,10495.217752575665
2023-11-06 13:00:00,10228.1875,28.9,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.2,16.9,1,3600.0,621.0,514.0,107.0,821.1,621.0,871.4,616.6,510.4,106.2,821.1,865.3,154,55,inverter1,107.1,9495.47694155558
2023-11-06 14:00:00,8681.341666666667,29.5,25.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,7.8,18.4,1,3600.0,588.0,482.0,106.0,804.3,588.0,834.3,557.8,457.2,100.5,804.3,791.4,139,62,inverter1,107.1,7633.6955710317525
2023-11-06 15:00:00,6176.595833333334,28.5,40.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,14.3,18.3,30.6,1,3600.0,493.0,395.0,98.0,758.3,493.0,725.2,440.8,353.2,87.6,758.3,648.5,127,71,inverter1,107.1,5213.589567502292
2023-11-06 16:00:00,2906.8166666666666,26.3,50.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,18.3,25.8,37.8,1,3600.0,333.0,242.0,91.0,610.6,333.0,551.7,269.4,195.8,73.6,610.6,446.4,116,81,inverter1,107.1,2541.8609887504167
2023-11-06 17:00:00,626.7458333333333,24.6,58.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,16.3,23.7,37.1,1,3600.0,174.0,110.0,64.0,470.3,174.0,325.6,106.2,67.2,39.1,470.3,198.8,107,92,inverter1,107.1,460.48213404175044
2023-11-06 18:00:00,21.183333333333334,22.7,68.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,23.6,31.0,0,556.2,28.0,12.0,16.0,111.3,28.0,90.3,0.0,0.0,0.0,0.0,0.0,99,104,inverter1,107.1,0.0
2023-11-06 19:00:00,0.0,21.3,80.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,25.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,117,inverter1,107.1,0.0
2023-11-06 20:00:00,0.0,20.5,89.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.6,23.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,129,inverter1,107.1,0.0
2023-11-06 21:00:00,0.0,20.0,93.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,9.9,20.6,19.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,141,inverter1,107.1,0.0
2023-11-06 22:00:00,0.0,19.6,92.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.4,16.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,152,inverter1,107.1,0.0
2023-11-06 23:00:00,0.0,19.3,92.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,7.9,18.2,13.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,159,inverter1,107.1,0.0
2023-11-07 00:00:00,0.0,19.1,91.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,8.4,19.3,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19,160,inverter1,107.1,0.0
2023-11-07 01:00:00,0.0,19.0,91.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,9.8,21.5,16.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51,152,inverter1,107.1,0.0
2023-11-07 02:00:00,0.0,19.1,88.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,11.4,24.0,20.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69,142,inverter1,107.1,0.0
2023-11-07 03:00:00,0.0,19.2,86.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,23.6,20.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81,130,inverter1,107.1,0.0
2023-11-07 04:00:00,0.0,18.4,80.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,12.4,25.6,22.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90,118,inverter1,107.1,0.0
2023-11-07 05:00:00,0.0,18.1,83.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,22.3,21.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,106,inverter1,107.1,0.0
